article_text,paragraphs,article,n_characters,news_site,article_text_eng
"Az európai költségvetés vétóját nem Magyarország okozza, hanem azok, akik előidézték az ehhez vezető helyzetet - jelentette ki Kovács Zoltán az M1 aktuális csatorna hétfői műsorában.",1,2,182,Origo,"The veto of the European budget is not caused by Hungary, but by those who caused the situation leading to it, Kovács Zoltán stated on Monday on M1 news channel."
Magyarország miniszterelnöke egy a magyar parlament által megszabott mandátummal fogadta el júliusban a költségvetésről szóló európai tanácsi megállapodást; ezt a megállapodást rúgta fel most az Európai Parlament és az elnökséget képviselő Németország - közölte a nemzetközi kommunikációért felelős államtitkár.,2,2,311,Origo,The Prime Minister of Hungary adopted the European Council agreement on the budget in July with a mandate set by the Hungarian Parliament; this agreement was now kicked out by the European Parliament and Germany representing the presidency - said the Secretary of State.
"Úgy vélekedett, hogy bármi fajta új mechanizmus bevezetése az uniós alapszerződés módosítását igényelné.Vagyis nem lehetséges, hogy az intézmények és a tagállamok egy jelentős része képes megkerülni a jogszabályokat - tette hozzá.",3,2,230,Origo,"He considered that the introduction of any kind of new mechanism would require an amendment to the EU Treaty. In other words, it is not possible that a significant part of the institutions and Member States are able to circumvent the legislation, he added."
"Az uniós források kifizetésének ideológiai feltételekhez rendelése annál is inkább felesleges, mert az intézményrendszer most is garanciát szolgáltat arra, hogy csak szabályosan lehet felhasználni az uniós forrásokat.",4,2,217,Origo,"Allocating the payment of EU funds to ideological conditions is all the more unnecessary, because the institutional system still provides guarantees that EU funds can only be used correctly."
"Vagyis nem másról van szó, mint egy ""politikai ostorról"", amivel azokat akarják megbüntetni, akik nem állnak be a sorba - mondta Kovács Zoltán.",5,2,143,Origo,"In other words, it is nothing more than a “political whip” to punish those who do not stand in line, said Zoltán Kovács."
"A jogállamiságot tekintve, Magyarország semmivel sem rosszabb, mint bármelyik más tagállam. ",1,3,92,Origo,"Regarding the rule of law, Hungary is no worse than any other Member State."
"A képviselő beszélt arról a magyar álláspontról is, amelyet a miniszterelnök fogalmazott meg az EU vezetőinek, ahol rögzítette, a jogállamisági kritériumok beemelése miatt, ami ellentétes a közösség vezetőinek korábbi megállapodásával, a magyar kormány vétózni fogja az EU következő költségvetését, valamint a gazdasági mentőcsomagot is.",2,3,337,Origo,"The MEP also spoke about the Hungarian position that the Prime Minister formulated to the EU leaders in which he recorded, because of the inclusion of the rule of law criteria, which is contrary to the previous agreement of the leaders of the community, the Hungarian government will veto the EU's next budget, as well as the economic rescue package."
"Bajkai István szerint egy felelős kormány nem mehet bele egy hétéves, a közösség jövőjét befolyásoló időszakba, úgy, hogy közben mindenféle jogi alapokat beemelni, így megteremtve az első- és másodrendű országokat a közösségen belül. Hozzátette, a jogállamiságot tekintve, Magyarország semmivel sem rosszabb, mint bármelyik más tagállam. Ebben az ügyben előrelépés kell, mert a járvány okozta gazdasági válságot kezelni kell, de ehhez is csak felelősen lehet hozzáállni. Most az a kérdés, hogy sikerül-e megegyezni, hogy Brüsszel meghallja-e a magyar álláspontot.",3,3,563,Origo,"According to István Bajkai, a responsible government cannot enter into a seven-year period affecting the future of the community, while building all kinds of legal foundations, thus creating first and secondary countries within the community. He added that in terms of the rule of law, Hungary is no worse than any other Member State. There must be progress in this matter, because the economic crisis caused by the epidemic needs to be tackled, but this can only be taken responsibly. The question now is whether we can agree whether Brussels will hear the Hungarian position."
A teljes beszélgetést itt olvashatják. ,4,3,39,Origo,You can read the whole conversation here.
"György László, az Innovációs és Technológiai Minisztérium (ITM) gazdaságstratégiáért és szabályozásért felelős államtitkára a közösségi oldalán magyarázta el, hogy hétfőn miért vétóztak. Értékelése szerint „tiszteletben tartva és betartva az Európai Unió szabályait nem hagyhatjuk, hogy a magyarokat érintő alapvető kérdésekben mások hozzanak a fejünk fölött döntést"".",1,4,368,Origo,"László György, Minister of State of the Ministry of Innovation and Technology (ITM), responsible for economic strategy and regulation, explained on the community page why they vetoed on Monday. According to his assessment, “respecting and respecting the rules of the European Union, we cannot allow others to decide over our heads on fundamental issues concerning Hungarians”."
"Teljesen természetes, hogy a politikában vitatkozunk arról, hogy melyek a legfontosabb, védendő értékek. Sőt, a politika – a szó eredeti jelentését tekintve – épp erről szól: a közéletet érintő jelenségekről és ügyekről, azok megvitatásáról.  Nincs ez másként a mindennapokban sem: az ebédlőasztalnál is szoktunk barátokkal, családtagokkal vitatkozni, sokszor még olyankor is, amikor alapvetően egyetértünk, de eltérő tapasztalatainkból, tájékozottságunkból, élethelyzetünkből adódóan másképpen látunk egy-egy eseményt – írta György László.",2,4,540,Origo,"It is quite natural for us to argue in politics about what are the most important values to be protected. In fact, politics — in terms of the original meaning of the word — is about the phenomena and matters affecting public life, and discussing them. This is nothing different in everyday life: we also argue with friends and family members at the dining table, often even when we fundamentally agree, but because of our different experiences, awareness and life situation, we see events differently — wrote György László."
"Az államtitkár hozzáfűzte: Például, bár mindannyiunknak fontos a személyes biztonságunk, ettől még eltérően vélekedhetünk (és vélekedünk is) a bécsi zsinagóga elleni robbantásos merényletről. Tiltsa be, tiltsa ki, ne engedje be, engedje be, de tanítsa meg, értesse meg vele! Van, akinek a személyes szabadsága, van, akinek a biztonsága fontosabb, van, akit az igazságtalanságok és az egyenlőtlenségek zavarnak leginkább. Ez így rendben is volna. ",3,4,446,Origo,"The Secretary of State added: For example, although personal security is important to all of us, we may (and also think) differently about the bombing of the Vienna synagogue. Block him, ban him, don't let him in, let him in, but teach him, make him understand. Some people have personal freedom, some whose safety is more important, some are most disturbed by injustices and inequalities. That would be all right."
"Az viszont nincs rendben, amikor európai barátaink az asztalnál ránk akarják kényszeríteni a politikai véleményüket csak azért, mert úgy gondolják, hogy az ő igazuk igazabb a mienknél, úgy érzik, erkölcsileg fölöttünk állnak, náluk van a bölcsek köve, a »történelmi igazság«. Ráadásul ezt a politikai véleményt és akaratot olyan megragadhatatlan, a brüsszeliták kénye-kedve szerint értelmezhető fogalmak mögé akarják elrejteni, mint a »rule of law«  – nyomatékosította a magyar álláspontot György László.",4,4,504,Origo,"What is wrong is that our European friends are trying to impose their political opinions on us at the table just because they believe that their righteousness is more true than ours, they feel that they are morally above us, they have the philosopher's stone, the 'historical truth'. Moreover, they want to hide this political opinion and will behind such ingrasible concepts as “rule of law” — György László emphasised the Hungarian position."
"Miközben a déli tagállamok az ebédre, a gazdasági mentőcsomagra várnak, hogy túléljék a koronavírus miatti hosszú böjtöt, addig politikai ellenfeleink eldöntötték, hogy addig nem hozzák ki az előételt senkinek, amíg ránk – magyarokra és lengyelekre – nem kényszerítik a politikai véleményüket – részletezte.",5,4,307,Origo,"While the southern Member States are waiting for lunch, the economic rescue package, to survive the long fasting due to the coronavirus, our political opponents decided not to bring out the appetizer to anyone until they force their political opinion on us — Hungarians and Poles — detailed."
"El akarnak küldeni bennünket az asztaltól, mert az Európa jövőjét alapvetően befolyásoló ügyekben, mint például a migráció, más álláspontot képviselünk, és őket ez zavarja. Mindezt úgy, hogy az ebédmenühöz mi is befizettük a ránk eső részt.",6,4,240,Origo,"They want to send us away from the table because we take a different position on matters that fundamentally affect the future of Europe, such as migration, and that disturbs them. All this by paying our share of the lunch menu."
"Erről szól a mostani vétó:  tiszteletben tartva és betartva az Európai Unió szabályait nem hagyhatjuk, hogy a magyarokat érintő alapvető kérdésekben mások hozzanak a fejünk fölött döntést  – tette hozzá végezetül az államtitkár.",7,4,228,Origo,"This is what the current veto is all about: respecting and respecting the rules of the European Union, we cannot allow others to decide over our heads on fundamental issues concerning Hungarians — the Minister of State added."
"A Fidesz-KDNP európai parlamenti képviselőcsoportja támogatja a kormánynak a magyar emberek védelmében hozott döntését, Brüsszel ugyanis a politikai feltételrendszer létrehozásával egy olyan erőszakos politikai zsarolóeszközt akar létrehozni, amelynek végső soron az a célja, hogy a magyarokra erőltessék a bevándorlókat - jelentette ki a képviselőcsoport az MTI-hez eljuttatott közleményében kedden.",1,5,400,Origo,"The Fidesz-KDNP Group in the European Parliament supports the government's decision to protect the Hungarian people, because by creating a political conditionality, Brussels wants to create a violent political blackmail instrument that ultimately aims to immigrants, the group said in its communication sent to MTI on Tuesday."
"A képviselőcsoport tagjai hangsúlyozták: nem Magyarország az, amely zsarolja és nyomás alá helyezi Brüsszelt az uniós költségvetési forrásokról döntő tárgyalások során, hanem épp ellenkezőleg.",2,5,192,Origo,"Members of the Group stressed that it is not Hungary that blackmails and pressures Brussels in negotiations on EU budget funds, but rather the contrary."
"""Mi a magyar emberek mellett állunk, és megvédjük az érdekeiket, míg a baloldal a magyar emberekkel szemben megint Brüsszel oldalára állt"" - fogalmaztak.",3,5,153,Origo,"“We stand by the Hungarian people and defend their interests, while the left has again taken the side of Brussels in front of the Hungarian people”, they said."
"A Fidesz és a KDNP európai parlamenti képviselői megerősítették, hogy Magyarország és a magyar kormány soha nem Európa ellen, hanem Európáért és gyermekeink, unokáink európai jövőjéért küzdött és küzd. Arra emlékezetek, hogy Magyarország az uniós csatlakozáskor nem egy föderalista Európát és nem az Európai Egyesült Államokat választotta, hanem az erős nemzetállamokra épülő, egymást segítő és tiszteletben tartó szövetséget. ",4,5,427,Origo,"Fidesz and KDNP MEPs have confirmed that Hungary and the Hungarian government have never fought against Europe, but fought and fought for Europe and the European future of our children and grandchildren. I recall that Hungary chose not a federalist Europe and not the United States of Europe at the time of accession to the EU, but an alliance that helps and respects each other based on strong nation states."
"Nem azért küzdöttünk rendszerváltoztatáskor a magyar szabadságért, hogy a keleti önkényuralmat nyugati önkénnyel váltsuk fel  - tették hozzá. ",5,5,142,Origo,"We did not fight for Hungarian freedom during system change to replace Eastern authoritarianship with Western self-esteem, they added."
"Orbán Viktor miniszterelnök hétfőn levélben tájékoztatta Angela Merkel német kancellárt, Ursula von der Leyent, az Európai Bizottság elnökét és Charles Michelt, az Európai Tanács elnökét arról, hogy a magyar kormány megvétózza az EU hétéves költségvetésével és a helyreállítási alappal kapcsolatos jogalkotást.",6,5,310,Origo,"On Monday, Prime Minister Viktor Orbán informed German Chancellor Angela Merkel, the President of the European Commission Ursula von der Leyen and Charles Michel, President of the European Council, that the Hungarian Government will veto the EU's seven-year budget and the recovery fund legislation."
"Az uniós tagországok Európai Unió mellé rendelt állandó képviseletei vezetőinek hétfői tanácskozásán, egyhangúság hiányában, nem született döntés az unió hosszú távú költségvetéséről és a koronavírus-járvány okozta károk helyreállítását célzó alapról. Az uniós források elosztásra vonatkozó, jogállamiságot érintő politikai feltételrendszerről szóló határozatot a nagykövetek minősített többséggel elfogadták.",7,5,409,Origo,"At the meeting of the Heads of Permanent Representations of EU Member States to the European Union on Monday, in the absence of unanimity, no decision was taken on the EU's long-term budget and on the fund to make good the damage caused by the Crown Virus epidemic. The decision on the political conditionality for the allocation of EU funds affecting the rule of law was adopted by the ambassadors by qualified majority."
"A hosszú távú költségvetés és az ahhoz szorosan kapcsolódó helyreállítási csomag elfogadásába Magyarország és Lengyelország nem egyezett bele. A két ország véleménye szerint a költségvetéshez és a helyreállítási csomaghoz rendelni kívánt, az uniós finanszírozás politikai feltételekhez kötése sértené az uniós alapszerződést, továbbá nem tartaná magát az Európai Tanács júliusi csúcstalálkozóján elfogadott állásfoglaláshoz.",8,5,424,Origo,Hungary and Poland did not agree to the adoption of the long-term budget and the closely related recovery package. The two countries consider that imposing EU funding on political terms to be allocated to the budget and the recovery package would infringe the EU Treaty and would not adhere to the resolution adopted at the July European Council Summit.
"A magyar kormány, a 2020. júliusi európai uniós csúcson megelőlegezett álláspontjának megfelelően, megvétózta a költségvetési jogalkotási csomagot, élve az uniós szerződésekben garantált vétójogával - áll Orbán Viktor miniszterelnök nyilatkozatában, melyet szerdán juttatott el az MTI-hez.",1,6,289,Origo,"According to the position of the European Union summit in July 2020, the Hungarian government vetoed the budgetary legislative package, making use of its veto rights guaranteed by EU treaties, Prime Minister Viktor Orbán stated in his statement, which he sent to MTI on Wednesday."
"Orbán Viktor leszögezte, ma Brüsszelben csak azt az országot tekintik jogállamnak, amelyik beengedi a migránsokat a hazájába.",2,6,125,Origo,Mr. Orbán stated that today in Brussels only the country that allows migrants to enter their country is considered the rule of law.
"""Aki megvédi a határait és megvédi országát a migrációtól, Brüsszelben már nem minősülhet jogállamnak. A jelenlegi javaslat elfogadása után pedig nem lenne akadálya annak, hogy a tagországoknak járó pénzeket a bevándorlás támogatásához kössék, és a migrációt ellenző országokat költségvetési eszközökkel megzsarolják"" - fejtette ki álláspontját.",3,6,345,Origo,"“Anyone who protects their borders and protects their country from migration can no longer be considered a rule of law in Brussels. After the adoption of the present proposal, there would be no obstacle to linking money owed to Member States to support immigration and blackmail countries against migration by budgetary means,” he said."
"A miniszterelnök közölte azt is, hogy Magyarország a vita során a lojális együttműködés, a kiszámíthatóság és a transzparencia elveit követve járt el, mindvégig kompromisszumkészséget mutatott. Annak ellenére, hogy a gazdasági válság közös hitelfelvétellel történő kezelését sosem tartotta megfelelőnek.",4,6,303,Origo,"The Prime Minister also said that during the debate Hungary has acted in accordance with the principles of loyal cooperation, predictability and transparency, and has shown a willingness to compromise. Despite the fact that the management of the economic crisis through joint borrowing has never been considered appropriate."
"Nyilatkozatában kijelentette: ""a 2020 júliusában született kompromisszumot csak azért fogadtuk el, mert elkötelezettek vagyunk az európai szolidaritás mellett, és támogatjuk, hogy a pénzügyi segítségre szoruló államok a lehető leggyorsabban forrásokhoz jussanak"".",5,6,263,Origo,"In his statement, he stated that 'the compromise reached in July 2020 was only accepted because we are committed to European solidarity and we support the fastest access to funds for states in need of financial assistance'."
"Orbán Viktor aláhúzta: Magyarország elkötelezett híve a jogállamiságnak.Hozzátette, a mai kormánypárt vezetői azok, akik Magyarországon kiharcolták a jogállamot a kommunista diktatúrával szemben. Az elmúlt évek bevándorlási vitái során a jogállamra hivatkozás jogi helyett politikai és ideológiai eszközzé vált. Objektív kritériumok hiányában és a jogorvoslat lehetősége nélkül erre tagállamot büntető eljárást alapozni nem lehet - fejtette ki.""Véleményünk szerint Európa egységét aláásó súlyos hiba lenne a pénzügyi, gazdasági kérdések politikai vitákkal való összekapcsolása. Bármely új tagállamokat büntető mechanizmus bevezetése csak a szerződések egyhangú módosításával lehetséges"" - közölte álláspontját a miniszterelnök.",6,6,727,Origo,"Mr. Orbán stressed that Hungary is a committed supporter of the rule of law. He added that the leaders of today's government party are those who fought the rule of law in Hungary against the communist dictatorship. In the course of immigration debates in recent years, reference to the rule of law has become a political and ideological instrument rather than legal. In the absence of objective criteria and without the possibility of redress, a criminal procedure cannot be based on this Member State, he explained.”We believe that linking financial and economic issues with political debates would be a serious mistake undermining the unity of Europe. The introduction of a criminal mechanism for any new Member States is only possible through the unanimous amendment of the treaties,” the Prime Minister said."
"A magyar kormány a költségvetési vétó margóján úgy érvel, hogy az EU-ban gyakorlatilag csak azokat az országokat tekintik jogállamnak, amelyek sosem ellenkeztek a migránsok befogadása ellen - írja a Magyar Nemzet. A lap összeállításában felidézi, hogy a migrációs politika és a jogállamiság ügye miképp fonódott össze az elmúlt években Brüsszelben.",1,7,348,Origo,"In the margins of the budget veto, the Hungarian government argues that in the EU, only countries that have never opposed the admission of migrants are regarded as the rule of law in practice in the EU, wrote Magyar Nemzet. In its compilation, it recalls how migration policy and the rule of law have been intertwined in Brussels in recent years."
"2015. május 13.: ismertté válik a Jean-Claude Juncker-féle Európai Bizottság migrációs stratégiája. Az elsősorban a Földközi-tenger térségét ért válsághelyzet miatt a testület jelzi, hogy május végéig átmeneti elosztási mechanizmusra, illetve kötelezően valamennyi tagállamot érintő, unión belüli áttelepítési programra tesz javaslatot.",2,7,336,Origo,"13 May 2015: The Jean-Claude Juncker European Commission's Migration Strategy becomes known. In view of the crisis in particular in the Mediterranean, the Panel indicates that by the end of May it will propose a temporary allocation mechanism and a compulsory intra-EU resettlement programme for all Member States."
"2015. szeptember 22.: nem teljes egyetértéssel, hanem minősített többségi szavazással, Finnország tartózkodása mellett, Magyarország, Csehország, Szlovákia és Románia ellenszavazata ellenére szavazták meg az Európai Unió belügyminiszterei 120 ezer további menekült elosztását a tagállamok között. Magyarország és Szlovákia a határozatot az Európai Unió Bíróságán megtámadta, majd 2017 szeptemberében elvesztették a kvótapert.",3,7,425,Origo,"22 September 2015: The Ministers of Interior of the European Union voted against the allocation of 120 thousand additional refugees among the Member States, not in full agreement, but by qualified majority voting in favour of Finland, against Hungary, the Czech Republic, Slovakia and Romania. Hungary and Slovakia challenged the decision before the Court of Justice of the European Union and lost their quota in September 2017."
"2016. március 7.: Orbán Viktor miniszterelnök (más országvezetőkkel együtt) megvétózza az EU arra vonatkozó tervét, hogy a tagállamok közvetlenül Törökországból, nem megfelelő feltételekkel telepítsenek át menedékkérőket. A végleges uniós–török paktumra több mint egy héttel később, március 17–18-án ütnek pecsétet. A kormányfő Brüsszelben ekkor kijelentette: Magyarország a legnagyobb veszélyt „kibekkelte”, a migránsok befogadása az egyezség értelmében ugyanis csak önkéntes lehet.",4,7,483,Origo,"7 March 2016: Prime Minister Viktor Orbán (along with other national leaders) veto the EU's plan for Member States to resettle asylum seekers directly from Turkey on inappropriate terms. More than a week later, on 17 and 18 March, the final EU-Turkish pact will be stamped. The Prime Minister stated in Brussels that Hungary has “arisen” the greatest threat, because the acceptance of migrants can only be voluntary under the agreement."
"2017. június 13.: az Európai Bizottság kötelezettségszegési eljárást indít Magyarország, Lengyelország és Csehország ellen, amiért nem hajtják végre a kötelező uniós menekültkvóták felállításáról szóló korábbi döntést. A luxemburgi székhelyű testület 2020 áprilisában mondja ki, hogy az országok nem teljesítették az uniós jogból eredő kötelezettségeiket, amikor megtagadták az áthelyezést szolgáló mechanizmusnak való megfelelést.",5,7,431,Origo,"13 June 2017: The European Commission launches infringement proceedings against Hungary, Poland and the Czech Republic for failing to implement the previous decision to set mandatory EU refugee quotas. The Luxembourg-based body states in April 2020 that countries failed to fulfil their obligations under EU law when they refused to comply with the relocation mechanism."
"2017 augusztusában Orbán Viktor levélben kéri Jean-Claude Junckert, hogy a déli határkerítés jelentette költségek felét az unió térítse meg. A bizottsági elnök „A szolidaritás kétirányú utca” címszó alatt visszautasítja a kérést.",6,7,229,Origo,"In August 2017, Mr. Orbán asked Jean-Claude Juncker in a letter that half of the costs of the southern border fence should be reimbursed by the EU. The President of the Commission rejects the request under the heading 'Solidarity Two-Way Street'."
"2018 májusában Juncker az EP strasbourgi plenáris ülésén jelenti be, hogy az Európai Bizottság olyan hosszú távú költségvetést javasol a 2021–2027-es időszakra, amelyben a jogállamiság követelményeinek meglétéhez kötnék az uniós kifizetéseket.",7,7,243,Origo,"In May 2018, Juncker will announce at the EP plenary session in Strasbourg that the European Commission is proposing a long-term budget for the period 2021-2027 to link EU payments to the requirements of the rule of law."
"2018. szeptember 11.: az EP történetében először aktiválja a hetes cikkely szerinti eljárást, amikor megszavazza a magyar jogállamiságot bíráló Sargentini-jelentést. A strasbourgi vitán hazánkat Orbán Viktor képviseli. A kormány később a szavazatszámlálás módja miatt az Európai Bírósághoz fordult. 2019 decemberéig, a finn EU-elnökség égisze alatt, kétszer tartanak meghallgatást a magyar jogállamisági eljárásban.",8,7,415,Origo,"11 September 2018: for the first time in the history of the EP activates the Article 7 procedure by voting in favour of the Sargentini report criticising the rule of law in Hungary. At the Strasbourg debate, Hungary is represented by Viktor Orbán. Later, the government appealed to the European Court of Justice because of the method of counting the votes. Until December 2019, under the auspices of the Finnish EU Presidency, hearings will be held twice in the Hungarian rule of law procedure."
"A 2019-es európai parlamenti választások után intézményközi harc kezdődik, a visegrádi országok nem mennek bele, hogy a bevándorláspárti baloldali politikus, korábbi jogállamisági biztos, Frans Timmermans legyen a következő bizottsági elnök.",9,7,241,Origo,"After the 2019 European Parliament elections, an interinstitutional struggle will begin, and the Visegrád countries will not agree to make the pro-immigration left-wing politician, former Rule of Law Commissioner Frans Timmermans the next President of the Commission."
"2020 júliusában a koronavírus-járvány és a 2021-ben kezdődő új költségvetési ciklus nyomán maratoni, négynapos csúcstalálkozót tartanak Brüsszelben: az országvezetők 1800 milliárd eurós csomagot fogadnak el, egy általános, az EU pénzügyi érdekeit védő kondicionalitással kiegészítve. Angela Merkel a német EU-elnökség nevében kijelenti, hogy eredményre vezetik, lezárják a magyar hetes cikkely szerinti eljárást.",10,7,412,Origo,"In July 2020, following the Crown Virus epidemic and the new fiscal cycle starting in 2021, a four-day summit will be held in Brussels: national leaders will adopt a package of EUR 1800 billion, complemented by a general condition protecting the EU's financial interests. Angela Merkel, on behalf of the German EU Presidency, declares that the procedure under the Hungarian 7 article will be completed."
"2020 szeptember végén Orbán Viktor és a V4-ek vezetői Brüsszelben elutasítják az immár Ursula von der Leyen vezette Európai Bizottság új migrációs stratégiáját, mondván: a kvóta átnevezve is kvóta marad.",11,7,203,Origo,"At the end of September 2020, Viktor Orbán and the leaders of the V4 reject the new migration strategy of the European Commission, which is now led by Ursula von der Leyen, saying that the quota will remain a quota renamed."
"2020. november 16-án a magyar és a lengyel EU-nagykövet országaik nevében vétót emelnek az EU hétéves költségvetésével és a helyreállítási alappal kapcsolatos jogalkotás ellen, mivel Brüsszelben a csomaghoz önkényes jogállamisági feltételeket csatolnának.",12,7,255,Origo,"On 16 November 2020, the Hungarian and Polish EU ambassadors will raise a veto on behalf of their countries against legislation on the EU's seven-year budget and the Recovery Fund, as in Brussels the package would be accompanied by arbitrary rule of law conditions."
"Donald Tusk, az Európai Néppárt elnöke 2018-ban még határozottan ellenezte, hogy az Európai Unió költségvetését összekössék az ún. ""jogállamisági feltételekkel"" - írta Novák Katalin a Facebookon. A Fidesz alelnöke, családokért felelős miniszter egy lengyel lap cikkét tette közzé. ",1,8,281,Origo,"In 2018, President of the European People's Party Donald Tusk strongly opposed the connection of the European Union budget with the so-called “rule of law”, Katalin Novák wrote on Facebook. The Vice-President of Fidesz, Minister of Families, published an article in a Polish newspaper."
"""Nemcsak azért, mert nem szeretném, ha Lengyelországot megbüntetnék, hanem azért is, mert Európának nem lenne jó ezt a két rendszert összekeverni"" - mondta Tusk. – ""Azokat a pénzeket, amelyeket a költségvetésben különféle célokra szánunk, nem szabad tisztán politikai kritériumoknak alávetni"" - mondta akkor Donald Tusk.",2,8,320,Origo,"“Not only because I do not want Poland to be punished, but also because it would not be good for Europe to mix these two systems,” Tusk said. “The money that is allocated in the budget for various purposes should not be subject to purely political criteria” - said then Donald Tusk."
"Tusk most a magyar és lengyel vétó bejelentése után ezt írta: ""Aki a jogállamiság ellen van, az Európa ellen van. Tiszta álláspontot várok ezt illetően az Európai Néppárt minden tagpártjától. Alapvető értékeink ellenzőit senki nem védelmezheti többé"".",3,8,251,Origo,"After the announcement of the Hungarian and Polish veto, Tusk wrote: “Those who are against the rule of law are against Europe. I expect a clear position on this from all the member parties of the European People's Party. No one can defend the opponents of our fundamental values anymore”."
"Ezek után úgy tűnik, leginkább Tusk álláspontja nem tiszta.",4,8,59,Origo,"After this, it seems that most of all Tusk's position is not clear."
"A koronavírus-járvány második hullámának közepén járunk, és míg Európa legtöbb országa a vírus ellen küzd, addig Brüsszel a helyzetet kihasználva ideológiai háborút indít Magyarország és Lengyelország ellen, és megpróbálja megfosztani a magyarokat és a lengyeleket azoktól a forrásoktól és támogatásoktól, amelyek jogszerűen megilletik. A konzervatív és keresztény értékeket ért támadás hosszú ideje tart, és egyre embertelenebb jelleget ölt: a brüsszeli elit most már arra is képes, hogy abban az egészségügyi vészhelyzetben, amellyel egész Európa küzd, a pénzeket ideológiai feltételekhez kössék. ",1,9,599,Origo,"We are in the middle of the second wave of the coronavirus epidemic, and while most countries in Europe are fighting the virus, Brussels is taking advantage of the situation to start an ideological war against Hungary and Poland, trying to deprive Hungarians and Poles of those resources and subsidies which they are legally entitled to. The attack on conservative and Christian values has been going on for a long time and is becoming increasingly inhuman: the Brussels elite are now able to make money subject to ideological conditions in the health emergency with which the whole of Europe is struggling."
"Orbán Viktor, Magyarország miniszterelnöke a napokban levélben tájékoztatta arról Angela Merkel német kancellárt, Ursula von der Leyent, az Európai Bizottság elnökét és Charles Michelt, az Európai Tanács elnökét, hogy a kormány megvétózza az európai uniós költségvetést és a helyreállítási alappal kapcsolatos jogalkotást. A miniszterelnök kiemelte, hogy addig semmiről sem lesz megállapodás, amíg a felek nem tudnak mindenről megállapodni, és a magyar kormány ezt a politikát fogja követni. ",2,9,492,Origo,"Prime Minister Viktor Orbán recently informed German Chancellor Angela Merkel, President of the European Commission Ursula von der Leyen and President of the European Council Charles Michel that the government veto the EU budget and the recovery fund related to legislation. The Prime Minister pointed out that nothing will be agreed until the parties have reached agreement on everything, and that the Hungarian government will follow this policy."
"Orbán Viktor kiemelte: az Európai Unió kettős mércét alkalmaz, és olyan feltételekhez köti a helyreállítási csomagot és a költségvetést, amely nemcsak Magyarország érdekeit veszélyezteti, hanem a tagállamok közötti bizalmat is. Mindezt ráadásul az EU egy olyan időszakban teszi, amikor a világon járványhelyzet van, és a legtöbb ország az emberéletek megmentéséért és a gazdaság életben tartásáért küzd. ",3,9,404,Origo,"Mr. Orbán stressed that the European Union applies double standards and imposes conditions on the recovery package and the budget that threatens not only the interests of Hungary, but also the trust between Member States. Moreover, the EU is doing this at a time when the world is experiencing epidemics, and most countries are fighting to save lives and keep the economy alive."
"Nem ez az első olyan eset, amikor az EU ideológiai okokból támadja Magyarországot, természetesen a magyar radikális baloldal európai parlamenti képviselőinek hangos támogatásával. ",4,9,180,Origo,"This is not the first case when the EU attacks Hungary for ideological reasons, of course with the loud support of MEPs from the Hungarian radical left."
"Bármennyire is próbálja Brüsszel zavaros jogi eszmefutatásakkal indokolni a mostani helyzetet, az igazság az, hogy továbbra sem nézik jó szemmel, ha egy konzervatív keresztény kormány van hatalmon Európában, amely számára többek között fontos az, hogy ne Brüsszel határozza meg, hogy kivel élnek együtt a magyar emberek. Míg az Európai Unió a migránsok beengedését akarja minden lehető eszközzel elérni, addig a magyar kormány nem enged az álláspontjából. ",5,9,456,Origo,"As much as Brussels tries to justify the current situation with confusing legal ideals, the truth is that they still do not approve of a conservative Christian government in power in Europe, for which, among other things, it is important that Brussels does not determine who they live with together with the Hungarian people. While the European Union wants to achieve the admission of migrants by all means possible, the Hungarian Government does not give up its position."
"Az Európai Unió szintén előszeretettel hivatkozik a Sargentini-jelentésre, amely alapján aktiválták Magyarország ellen a hetes cikkelyt. Itt érdemes megjegyezni, hogy Manfred Weber, az Európai Néppárt frakcióvezetője 2018 őszén megszavazta a jelentést, de a napokban már arról beszélt, hogy a benne lévő érvek meg sem állnák a helyüket az Európai Unió Bíróságán.",6,9,362,Origo,"The European Union also likes to refer to the Sargentini report, on the basis of which Article 7 was activated against Hungary. It is worth noting here that Manfred Weber, the Group leader of the European People's Party, voted in favour of the report in autumn 2018, but recently said that the arguments in it would not stand up to the Court of Justice of the European Union."
"Manfred Weber régóta személyes bosszúhadjáratot folytat Magyarország ellen, amelynek oka, hogy Orbán Viktor a V4-országok támogatásával megakadályozta, hogy Weberből az Európai Bizottság elnöke legyen. ",7,9,202,Origo,"Manfred Weber has been conducting a personal vengeance campaign against Hungary for a long time because Viktor Orbán, with the support of the V4 countries, prevented Weber from becoming President of the European Commission."
"Szintén személyes motivációk állnak Donald Tusk, az Európai Néppárt elnökének támadásai mögött is, pedig ő két évvel ezelőtt még teljesen máshogy vélekedett a jelenlegi helyzetről. 2018-ban Tusk még arról beszélt, hogy nem szabad tisztán politikai kritériumok mentén összemosni azokat a pénzeket, amelyeket a költségvetésben különféle célokra szánnak, most viszont éppen ezt támogatja.",8,9,385,Origo,"There are also personal motivations behind the attacks of the President of the European People's Party Donald Tusk, who, two years ago, had a completely different view of the current situation. In 2018, Tusk spoke about the fact that money should not be blurred on purely political criteria, which are intended for various purposes in the budget, but now it is in favour of this."
