article_text,paragraphs,article,n_characters,news_site
"Merkel azt mondta, neki a jogállamiság az „európai projekt alapja”, a jogállamiság értékéről az alapszerződés 2. cikkelye szól, a jogállamiság megsértéséről pedig a 7. cikkely. Szerinte téves az a felfogás, ami szerint a források felhasználásához kapcsolt feltételek révén „a hátsó ajtón becsempészik” a 7. cikkelyben foglaltakat a költségvetési rendeletbe.",6,2,357,444
"A soros elnökség nagyon sokat dolgozott az Európai Bizottság által előterjesztett rendeleten, amiről az Európai Tanács és az EU Tanácsa főtitkárságának jogi szolgálata is megállapította, hogy „nem mos össze” nem összetartozó dolgokat, a rendelet „nagyon erősen a büdzsére összpontosít” – mondta Merkel, aki szerint az álláspontok kialakításához mindig érdemes alaposan tanulmányozni az adott dokumentumot.",7,2,405,444
A magyar és a lengyel kormány két hete közölte: a források felhasználását jogállamisági feltételekhez kapcsoló mechanizmus miatt nem lát lehetőséget az EU-s költségvetés és a helyreállítási alap elfogadására.,8,2,208,444
"Pénteken írtunk arról, hogy a magyar és a lengyel kormányfő azt állítja, Merkel a nyáron átverte őket, bár ennek a nyilvános dokumentumokban nincs nyoma, és bár jogi kifogásaik is vannak, a lényeg nem ez: a fő kérdés valójában az, hogy az EU-nak el kell-e viselnie, ha tagállamaiban egypártrendszer épül. (via Politico, MTI)",9,2,324,444
"Tele van a világsajtó azzal, hogy a magyar és a lengyel kormány meg akarja vétózni az EU költségvetését, és a bele tervezett óriási gazdaságélénkítő csomagot. Csütörtökön a két miniszterelnök találkozóján megerősítették Orbán és Morawiecki véd- és dacszövetségét a vétó ügyében, és világossá tették, hogy ameddig a többi ország és az Európai Parlament nem engedi el a jogállamisági mechanizmus sürgős bevezetését, addig blokkolják az összesen 1800 milliárd euró felszabadítását. ",1,3,479,444
"Orbán Viktor csütörtökön azt is elmondta, hogy Magyarországnak nincs szüksége a gazdaságélénkítő csomagból ide eső részre. ""Magyarországnak semmilyen pénzügyi vesztesége nem származik abban az esetben sem, ha nem jön létre az európai válságkezelési alap"" - jelentette ki, és azt is hozzátette, hogy ""tévednek azok az újságírók, jogászok, politikusok, akik azt hiszik, ez pénzügyi kérdés, ugyanis ezt a vitát pénzzel nem lehet megoldani"".",2,3,437,444
"A hivatalos magyar kormányzati álláspont tehát az, hogy a pénz nem számít. Ehhez képest a magyar kormány bürokratái szorgalmasan dolgoznak a pénz elosztásán, és erről folyamatosan egyeztetnek az Európai Bizottság illetékeseivel. ",3,3,229,444
"Ágostházy Szabolcs, az ITM államtitkára egy pénteki konferencián arról beszélt, hogy az egyeztetések jó hangulatúak, előre mutatók, és a politikai viták egyáltalán nem befolyásolják Brüsszel és Budapest együttműködését a pénz elosztási menetéről szóló megbeszéléseken. Megállapításait megerősítették a Bizottság képviselői is.",4,3,326,444
"Az Európai Bizottság magyarországi képviselete által szervezett online konferencián az is elhangzott, hogy a magyar kormány már egy hete, november 20-án megküldte Brüsszelnek, hogy mire kívánja elkölteni az EU gazdaságélénkítő csomagjából a Magyarországnak járó pénzt. Ezzel a lelkesebb tagállamok közé tartozunk, hiszen a tervek véglegesítésére 2021 április 30. a végső határidő, és vannak országok, amelyek még egyáltalán nem tartanak annyira előre a tervezgetésben, mint a magyar. ",5,3,484,444
Vagyis a kormányfő tervezett vétója ellenére a magyar államigazgatás gőzerővel dolgozik a pénz elköltéséhez szükséges tervek brüsszeli engedélyeztetésén. ,6,3,154,444
"Megkérdeztük Ágostházy államtitkárt, hogy ha a miniszterelnök szerint ""semmilyen veszteség sem érné"" Magyarországot, ha nem kapnánk meg a pénzt, akkor nem érzi-e feleslegesnek a pénz lehívhatóságáért kifejtett munkát. Azt mondta, hogy a miniszterelnöknek teljesen igaza volt, mert ezeket a terveket az EU hozzájárulása nélkül, saját forrásból is megvalósítaná Magyarország, legfeljebb valamivel lassabban. Ezért a tervek nem feleslegesek, és csupa olyan programot írnak össze, amit akkor is megvalósítana a kormány, ha az EU nem adna rá pénzt. ",7,3,544,444
"Ugyanakkor a konferencián kiderült, hogy a gazdaságélénkítő alapból Magyarország nyereséggel jönne ki, vagyis Orbán csütörtöki állítása nem volt igaz, amikor azt mondta, hogy semmit sem vesztene az ország. Valójában rengeteg pénzt vesztene.",8,3,240,444
"A gazdaságélénkítő csomagból Magyarországnak kedvezményes hitel és vissza nem térítendő támogatás is járna, viszont a kormánynak be kell szállnia az egész program költségeibe. ",9,3,176,444
"Egy bizottsági szakember számításai szerint Magyarország mintegy 3,4 milliárd euróval, azaz körülbelül 1200 milliárd forinttal többet vehet ki a csomagból, mint amennyit bele kell majd raknia. ",10,3,193,444
"Ráadásul az EU-s pénz a következő öt-hat évben lenne hozzáférhető, a saját részt viszont csak 2028-tól kellene törleszteni. Illetve a fenti számításban az sincs benne, hogy az EU-tól kapott kedvezményes hitel mennyivel volna olcsóbb, mintha a piaci forrásokat vonna be a magyar kormány. Vagyis ez a bő 1000 milliárd forintos nyereség csak az összes lehívható és egyszer visszafizetendő pénz közti különbséget mutatja, minden egyéb járulékos haszon (kisebb kamat, a 30-as és 40-es évekre maradó törlesztés lehetősége) nélkül.",11,3,524,444
"A magyar kormány úgy számol, hogy összesen 6000 milliárd forint körüli összeget hívna le az EU-tól a gazdaságélénkítő csomagból, ám azt egyelőre nem árulták el, hogy ebből mennyi volna a hitel, és mennyi a vissza nem térítendő támogatás. ",12,3,238,444
"Mivel a konferencián a Bizottság emberei mindig euróban, a magyar kormány illetékese viszont mindig forintban említett összegeket, még úgy is nehéz volt összehasonlítani az általuk közölt számításokat, hogy általában hozzátették, hogy 2018-as vagy éppen mai árfolyamon számolnak-e. ",13,3,282,444
"A pénzt egyébként úgy kell elkölteni, hogy az Európai Bizottság által támogatható reformok valósuljanak meg belőle, és legalább 37 százalékát klímavédelemmel összefüggő, míg legalább 20 százalékát digitalizációval kapcsolatos beruházásokra kell költeni. A magyar terv mindkét előírást bőven teljesíti, zöld célokra 45 százalék feletti, digitalizációsra pedig 24 százalék feletti részt terveztek be. A magyar felosztás így nézne ki:",14,3,431,444
"A nemzeti programokat legkorábban 2021 közepére hagyhatja jóvá az Európai Bizottság, de a magyar kormány arra készül, hogy saját forrásból a programok előfinanszírozását már azelőtt megkezdi, hogy Brüsszelből elkezdenék utalni a programokra a pénzt. Persze ez a menetrend egy olyan esetre vonatkozik, amiben nincs vétó, és lesz költségvetése az EU-nak.",15,3,352,444
"Pénteken a tagállamok brüsszeli nagykövetei megvitatták a csütörtöki magyar-lengyel közleményt a vétóról. A megbeszélésről kiszivárgott hírek szerint a többi tagállam közül egyik sem volt nyitott arra, hogy a jogállamisági mechanizmusról szóló vita elölről kezdődjön, vagyis továbbra is patthelyzet van. ",16,3,304,444
"Több tagállam is jelezte azonban, hogy el kellene kezdeni a tervezgetést, hogyan lehetne kiszervezni a mentőcsomagot az EU költségvetéséből, hogy Magyarország és Lengyelország részvétele nélkül is el lehessen indítani a programokat kormányközi együttműködéssel. Ebben az esetben a fenti hazai programokra nem járna EU-s pénz.",17,3,325,444
"
Minden hétköznap elküldjük, amit a járványról tudni érdemes. Iratkozz fel, és vigyázzunk egymásra!
",1,4,100,444
"„Két csatatér van most, két frontvonal” - mondta Orbán Viktor péntek reggel az állami rádióban. A két frontvonal: a kórházak és az iskolák. Utóbbi azért fontos, mert munkahelyeket ment meg, hiszen ha a szülő nem tudja beadni a gyereket, akkor otthon kell maradnia, és veszélybe kerül a megélhetése. ",2,4,299,444
"„Ami a kórházakat illeti, ott nem látok egyelőre biztató jeleket”- mondta Orbán, aki optimista ugyan, de nem azért mert egyik napról a másikra javultak volna az adatok, sőt, összességében egyre többen vannak kórházban. ",3,4,219,444
"„Most az operatív törzs üléséről jövök, és azt látom, hogy mára 9500 magasságában van, tehát el fogjuk érni a tízezer kórházi ágyon fekvő betegszámot hamarosan.”Ha ez így van, az nagyon meglepő, mert csütörtökön még 7500 kórházban fekvő fertőzöttről lehetett tudni a hivatalos adatok alapján. Az pedig nem tűnik reálisnak, hogy egy nap alatt kétezerrel megugrott volna. ",4,4,370,444
"Lehetséges, hogy Orbán nemcsak a fertőzöttekre, hanem az összes kórházban fekvő betegre gondolt, ideértve a nem koronásokat is? Elképzelhető, bár végig fertőzöttségi számokról, járványadatokról beszélt. (Frissítés 9:50: A kormány közleménye szerint Orbán
a megfigyelés alatt álló, kórházban fekvő, koronavírus gyanús, de még nem igazolt betegeket is számításba vette.) ",5,4,369,444
,6,4,0,444
"Szó volt a pedagógusok, szociális és egészségügyi dolgozók szűréséről, amit szerinte „félkatonai rendszerben kell elvégezni”. Szerinte elég kevés tanár utasítja el a tesztelést, így a jövő hét elején általánosan érvényes képünk lehet a fertőzöttségi helyzetről. A tesztelésbe bevont orvostanhallgatókról azt mondta, „nagyon helyesek, romlatlan fiatalok”. ",7,4,355,444
,8,4,0,444
"Kiderült, hogy ha lesz vakcina, 13 ezer helyszínen terveznek oltani, és lehet majd levélben és online is regisztrálni. Arról, hogy karácsonykor milyen járványügyi intézkedések lesznek, még nem tudott mit mondani. ",9,4,213,444
"A 26 perces interjú első fele a bevándorlásról és Soros Györgyről szólt. A kiindulási alap persze a lengyel-magyar vétó volt, ami miatt nem sikerült elfogadni a következő európai uniós költségvetést és a helyreállítási alapot. A két ország a jogállamisági mechanizmus miatt tiltakozik, csütörtökön közösen megüzenték, hogy nem engednek. ",10,4,337,444
"„Én nem akarok kompromisszumot kötni” - mondta Orbán, hanem megoldást szeretne. „A mi pozíciónk betonszilárdságú”, a többiekén viszont lehet változtatni, mert szerinte az csak politikai alapú. Majd előhúzta az utóbbi időben többször ismételt magyarázatot, miszerint a jogállamisági mechanizmus valójában a bevándorlásról szól. „Magyarország a magyaroké” - vette át a szélsőjobboldali Jobbik 2009-es szlogenjét. ",11,4,411,444
"
Pedig a jogállamisági kritériumokat nem a bevándorláshoz, hanem valahogy mindenképpen az EU-s pénzekhez kell kötni a most érvényes megállapodás szerint.. Nem evidens, ebbe hogy tartozhat bele a bevándorlás. ",12,4,208,444
"„Szövi mint pók a hálót” - mondta Sorosról, aki „jobb lenne, ha hazamenne” Amerikába.",13,4,85,444
,14,4,0,444
"Magyari Péter péntek reggeli elemzésében részletesen ír a helyzetről. Ebből kiderül, hogy a jogállamisági szabályozásról szóló, ősszel elkészült tervezet megegyezik a júliusban rögzített elvekkel, amibe még Magyarország és Lengyelország is belement. Szerintük a két dolog nem ugyanaz, és látszólag azon megy a vita, hogy ha úgy kezdünk egy mondatot, hogy „mindennek fényében”, akkor az visszautal-e az előzőre.",15,4,410,444
"A vita valódi tétje, hogy az EU-nak el kell-e viselnie, ha tagállamaiban egy rendszerváltással felérő új politikai struktúra épül.",16,4,130,444
"""Tehát a következő hónapokat - a történelemben nem ismeretlen módon - ismét közösen fogjuk majd megvívni"" - mondta Orbán Viktor csütörtök délután, miután a közös vétóról tárgyalt lengyel kollégájával. ",1,5,201,444
"Orbán hónapokról beszélt - ami azt jelenti, hogy szerinte nem várható megoldás sem napokon belül, sem pedig a december 10-i EU-csúcson a költségvetési vitában. A napokon belüli megoldást a német külügyminiszter, a decemberit pedig a legtöbb EU-s diplomata remélte eddig. ",2,5,271,444
"Illetve egy kiutat hagyott a két ország kormányfője: ha a többiek, azaz 25 másik ország és az Európai Parlament lemond a jogállamisági mechanizmus bevezetéséről, és a vitát az ismeretlen jövőbe tolják.",3,5,201,444
"A magyar és a lengyel álláspont egyik fontos kiindulópontja az, hogy Angela Merkel átverte Orbánt és Morawieckit egy hosszúra nyúlt
júliusi hétvégén. ",4,5,150,444
"Akkor egy csütörtöktől keddig tartó csúcstalálkozón állapodtak meg a tagállamok vezetői Brüsszelben az EU következő hét évének költségvetéséről, és egy belefoglalt óriási gazdaságélénkítő csomagról, azaz összesen 1800 milliárd euró elköltéséről. ",5,5,246,444
"Az akkori vita egyik része arról szólt, hogy mi legyen az Európai Bizottság egy 2018-as javaslatával, ami szerint minden EU-s kifizetést egy jogállamisági mechanizmushoz kellene kötni, azaz a demokratikus rendszert leépítő kormányoktól meg lehessen vonni a közös pénzt. A júliusi csúcs idejére már lehetett tudni, hogy az Európai Parlament és az EU-s költségvetés nagy befizetőinek számító tagállamok ragaszkodnak egy ilyen szabályhoz. Ám a szabály részleteit akkor nem vitatták meg, csak az elvet rögzítették, hogy lesz majd ilyen is. ",6,5,536,444
Egészen pontosan így rögzítették: ,7,5,34,444
"A magyar és a lengyel kormány azt állítja, hogy ezt az egyezséget a többiek, élükön a Tanácsot ebben a félévben vezető német kormánnyal megszegték. A többi tagállam - a bizonytalan álláspontot képviselő Szlovénia kivételével - azt állítja, hogy Orbán és Morawiecki gondolták meg magukat azóta, mert ők mindent pont annak szellemében intéztek, ahogy abban a nyáron megállapodtak. Ezt képviselte az Európai Bizottság elnöke is szerda reggeli EP-s beszédében. ",8,5,457,444
"Ősszel a Tanács vezetése és a Parlament megegyezett a részletekben, elkészült a jogállamisági mechanizmusról szóló szabályozás tervezete, amely a fentiek szerint ",9,5,162,444
"Pont úgy, mint a nyári alkuban áll. Múlt hétfőn a 27 tagállamból 25 jelezte hivatalosan is, hogy számukra a tervezet megfelel. Csak Magyarország és Lengyelország állította, hogy szerintük a nyáron nem ebben állapodtak meg.",10,5,222,444
"Ez az érv szerepel a két kormányfő csütörtöki nyilatkozatában is, amelynek 4. pontja így hangzik: ""A tanácsi elnökség és az Európai Parlament tárgyalásainak eredménye nincs összhangban az állam- és kormányfők által a júliusi Európai Tanácsban elfogadott egyezménnyel."" Azaz a németek másmilyen mechanizmusban egyeztek meg az EP-vel, mint amiben a nyáron a tagállamok vezetői egymás között megállapodtak.",11,5,403,444
"Mivel a mechanizmus elfogadását a két ország nem tudja megvétózni - annak elfogadásához elég a tagállamok minősített többsége - ezért a két kormány bejelentette, hogy ha a többiek megszavazzák a mechanizmust, akkor ők megvétózzák az EU költségvetését, a benne lévő gazdaságélénkítő csomaggal együtt. Ezekben az ügyekben ugyanis már minden tagállamnak vétójoga van. ",12,5,365,444
"Úgyhogy egyelőre a tagállamok nem döntöttek sem a mechanizmusról, sem a költségvetésről, hanem a német elnökség időt kért, hogy elrendezhesse a vitát. ",13,5,151,444
"Orbán Viktor most szerdán azt mondta, hogy azért ""hazafias kötelessége"" vétózni a költségvetést, mert ""nem tehetem ki Magyarországot annak a kockázatnak, hogy egyszerű többséggel olyan álláspontokat kényszerítsenek az országra, amelyeket a magyar emberek nem tudnak elfogadni"". ",14,5,278,444
"Ezt az érvet nehéz értelmezni, mert ""egyszerű többséggel"" sem magát a jogállamisági mechanizmust nem lehetne elfogadni, és esetleges elfogadása után sem lehetne szankciót kivetni, mert mindkettőhöz ""minősített többség"" kellene. ",15,5,228,444
"Hol van akkor az átverés? Kovács Zoltán magyar kormányszóvivő csütörtök délelőtt egy részletesebb posztjában fejtette ki, hogy Budapest szerint hol lehet a trükk. Ebben többek között arról ír, hogy a júliusi tanácsi következtetések ""nem kötik össze az EU-s pénzek kifizetését jogállamisági feltételekkel"". ",16,5,306,444
"Hogyan is szólt a következtetés? Így: ""Az Európai Tanács hangsúlyozza a jogállamiság tiszteletben tartásának fontosságát. Mindezek fényében a költségvetés és a Next Generation EU védelmét szolgáló feltételrendszer kerül majd bevezetésre."" ",17,5,239,444
"A vita most tehát azon megy, hogy a ""mindennek fényében"" mondatrész visszautal-e az előző mondatra, ""a jogállamiság tiszteletben tartására"", vagy nem utal vissza. A magyar és a lengyel álláspont szerint nem utal vissza, mindenki más szerint pedig visszautal. ",18,5,259,444
"Kovács a magyar vétót magyarázó cikkében azt is írja, hogy ""Angela Merkel német kancellár megerősítette, hogy a jogállamisági mechanizmust az összes tagállam egyetértéshez kötik, ahogy az EU-s szerződések kiegészítését is"". Itt Kovács vélhetően nem a mechanizmus alkalmazására gondolt, hiszen az világosan benne van a tanácsi következtetésekben, hogy azt ""minősített többséggel"" kell majd jóváhagyni. ",19,5,401,444
"Úgyhogy valószínűleg arra gondolt, hogy Merkel valamilyen módon biztosította a júliusi csúcson Orbánt arról, hogy a német elnökség nem tolja át a Tanácson a mechanizmusról szóló jogszabályt az összes tagállam egyetértése nélkül. Erről azonban sem dokumentum, sem kancellári nyilatkozat sincs, ráadásul az EU-s jogalkotási szabályokból ez nem is következik, úgyhogy ezt nehéz ügy utólag bizonyítani.   ",20,5,401,444
"Morawiecki szerdán Budapesten szintén arról beszélt, hogy átverték őt is a németek a nyáron: ""a júliusi egyeztetéseket egészen másként interpretálták, és a német EU-elnökség nem alkalmazkodott a megbeszéltekhez"" - mondta az MTI beszámolója szerint (a sajtótájékoztatóra a 444 nem kapott meghívást).  ",21,5,300,444
"A magyar és a lengyel kormány ha nem is árulja el világosan, hogy miben lettek átverve szerintük, azért további panaszaikban utalnak rá: azt mondják, hogy a mechanizmusról szóló jogszabály túl tág lett, és annyira sok politikai megfontolásnak ad teret a szankciók kivetésére, hogy az már ellentmond az EU alapszerződésének. ",22,5,324,444
"Erre mondta azt a Bizottság elnöke, Ursula von der Leyen szerdán, hogy ha aki ezt gondolja, az vigye az EU bírósága elé a jogszabályt, és ott majd eldöntik, hogy tényleg szembe megy-e az alapszerződéssel. ",23,5,205,444
"Erre viszont a két kormány nem hajlandó, mert csak hatályos jogszabályt lehet a bíróság elé vinni, és ők nem akarják, hogy a mechanizmusból EU-s törvény legyen.",24,5,160,444
"Ugyanakkor van arra lehetőség, hogy a bíróságtól kérje az egyik érintett, hogy az ítélet meghozataláig függesszék fel a vitatott törvény alkalmazását. A Bruxinfo értesülése szerint az Európai Bizottság valami ilyesmi kompromisszumban bízik, hogy talán meg lehet győzni mindenkit, hogy amíg a luxemburgi irodáikban gondolkoznak a bírók, addig jegeljék a mechanizmust, de közben fogadják el a költségvetést.  ",25,5,407,444
"Ám egyáltalán nem biztos, hogy egy ilyen időhúzásba bármelyik oldal is belemegy: az EP és sok tagállam januártól akarja a mechanizmust, a magyarok meg a lengyelek pedig a vétó feloldásával az egyetlen hatékony fegyverükről mondanának le, és lehet, hogy csak egy évet nyernének cserébe.",26,5,285,444
"A magyar és a lengyel kormány megoldási javaslata is az idő húzásáról szól, de a bírósági kitérőnél sokkal bonyolultabb változatot akarnak. Eszerint ők megszavazzák a költségvetést, ha a mostani jogállamisági mechanizmusról nem lesz szavazás, és így nem lép hatályba. Helyette szó lehet egy olyan feltételrendszerről, ami kifejezetten az EU pénzügyi érdekeit védi, de jogállamiságról szó sincs benne, csak az EU-s pénzek bizonyítható elsikkasztásáról. A németek az ősz elején már próbálkoztak egy ilyen változattal, csak azt a Európai Parlament nem fogadta el, és akkor ők fenyegettek vétóval. Azóta a holland miniszterelnök azt mondta, hogy ő sem fogadta volna el, és azt tekinti a minimumnak, amit a parlamentiek még belepakoltak a jogszabályba.",27,5,747,444
"A lengyel - magyar javaslat szerint tehát vissza kell térni az ősz eleji német javaslathoz, míg a jogállamisági feltételrendszer szükségességéről induljon el egy új vita a miniszterelnökök között, és ha ott egyetértenek a bevezetéséről, akkor kormányközi tárgyalásokkal, és végső soron az EU alapszerződésének módosításával kezeljék majd a kérdést. Egy ilyen eljárás hosszú évekig tarthat, egyes országokban népszavazást is igényelhet, és minden tagállamnak vétójoga lenne elfogadásakor. Vagyis ezzel szinte a végtelenbe tolnák ki a kérdés megoldását. ",28,5,552,444
"A vita hivatalos része az, amit eddig ismertettünk, de a jogi érvelések mögött nagyon komoly politikai feszültség is van, amire egyébként szintén utal a két miniszterelnök közös nyilatkozata, amikor az alapszerződés módosítását vetik fel. És utalnak rá rendszerint az EP-képviselők, és sokan mások is.  ",29,5,303,444
"Röviden arról van szó, hogy az EU-nak el kell-e viselnie, ha tagállamaiban egy rendszerváltással felérő új politikai struktúra épül. Egy olyan, amelyik nem a parlamenti váltógazdaságon alapszik, hanem inkább hasonlít a két világháború közötti közép-európai struktúrákra, ahol a hatalmi ágak nem válnak élesen el egymástól, a kormánypárt nem leváltható, és a politika az élet sokkal több részletét meghatározza, mint a liberális demokráciákban megszokott. Amelyben a sajtó nagy része, a bíróságok, a hatóságok, a hivatalok mind közvetlenül a kormánypárt befolyása alatt működnek, és a gazdasági élet főszereplőinek hűséget kell fogadniuk a politika irányítóinak.",30,5,661,444
"Amikor Orbán Viktor csütörtökön arról beszélt, hogy ""a migráció, a nemzeti szuverenitás és genderkérdésekben"" alapvető vitái vannak Magyarországnak az EU többi tagállamával, akkor ezt a problémát járta körül, csak nagyon távolról. Olyan vitákat idézett, amelyek az illiberális rendszerének fontos szólamai, de az EU többi tagállamával szembeni ellentétének nem ez a lényege, hanem Magyarország rendszerszintű átalakítása, amiről itt írtunk részletesen. ",31,5,453,444
"Legalább tíz éve van törekvés az EU-ban arra, hogy az autokrácia irányába átalakuló országokkal szemben legyen eszköze az uniónak, és a jogállamisági mechanizmus számos kísérlet után az első olyan volna, amelyet veszélyesnek érez magára nézve Orbán Viktor. Vagy azért, mert valóban alkalmasnak látja, hogy gondot okozzanak neki vele, vagy azért, mert úgy látja, hogy utat nyit egy olyan folyamatnak, amelyből további kellemetlenségei következhetnek. ",32,5,450,444
"Pedig az elv nem teljesen új, egy hasonló módszert éppen a 2011 eleji magyar EU-elnökség idején már sikerült lenyomni számos tagállam torkán. Akkor fogadták el azokat a szabályokat, amelyek alapján súlyos pénzbüntetést lehet kivetni az eurózóna nem elég takarékos kormányaira. A 2008-as válság nyomán bevezetett intézkedések elvben brüsszeli gyámság alá helyezték a tagállamok többségének a költségvetéseit - az más kérdés, hogy az elrettentésül bevezetett szankciókkal azóta se élt az EU. A jogállamisági mechanizmus elméleti szinten hasonlít az akkori (hatos csomag 2011-ben, kettes csomag 2013-ban, stb.) feltételrendszerekhez, csak akkor a költségvetési, és nem mondjuk a bírósági, ügyészségi kereteket regulázták. ",33,5,719,444
"Vagyis a közös érdekeket sértő viselkedést eddig is a tagállami szuverenitás korlátozásával kezelte az EU. Csak amíg a 10-es évek elején a déli államok eladósodása jelentett kockázatot a teljes közösségre nézve, addig most a keletiek új politikai berendezkedése tölti el aggodalommal az európai politikusok többségét. Részben mert nem akarják finanszírozni az új autokráciákat, és nem akarnak politikai közösséget vállalni velük; részben mert a saját rendszerkritikus ellenzékük támogatóit látják bennük, amely ráadásul olyan ellenzék, ami az EU bomlasztását hirdeti. (Utóbbi problémáról itt olvasható egy alapos elemzés.)",34,5,622,444
"Morawiecki arról is beszélt Budapesten, hogy ""a teljesen új, önkényes, politikai döntések által motivált jogállamisági mechanizmus akár az Európai Unió széteséséhez is vezethet"". Csakhogy Európa legtöbb országában arról van széles politikai konszenzus, hogy a magyar és a lengyel modell kiteljesedése, és esetleges terjedése vezethet az Európai Unió széteséséhez, mert olyan rendszerszintű kereteket kérdőjeleznek meg, amelyekre az egész szövetség politikai modellje épült.  ",35,5,475,444
"A két kormányfő csütörtöki nyilatkozatára egy magas rangú EU-s diplomata így reagált a Financial Times-nak: ""Világos, hogy semmilyen támogatása sincs a mechanizmusról szóló vita ismételt megnyitásának, sem a Parlamentben, sem a Tanácsban. Lengyelország és Magyarország az állásfoglalásával csak a egyre jobban és jobban elszigetelődik a többiektől.""",36,5,349,444
"Technikai szinten a mostani költségvetési válságon valahogy túlléphet az EU. Lehet halasztani egyes lépéseket, és lehet bonyolítani új eszközökkel, nyilatkozatokkal, megállapodásokkal, feltételekkel a most vitatott jogi szövegeket. Ám ettől ez az alapvető konfliktus nem múlik el, és az elmúlt évek tapasztalatai szerint ez egyre élesebb ütközésekhez vezet.",37,5,357,444
"Az Európai Unió következő költségvetéséhez és a közös válságkezeléshez kötött jogállamisági feltételrendszer ügyében találkozott csütörtökön Budapesten Orbán Viktor magyar, és Mateusz Morawiecki lengyel miniszterelnök. A két ország kormánya 1800 milliárd euró elköltését blokkolja épp az unióban, mert ellenzik a jogállamisági mechanizmusnak nevezett szabály bevezetését, amely alkalmas lehet arra, hogy elvegyék az EU-s támogatások elosztásának jogát azoktól a kormányoktól, amelyeknek működése alatt leépült a jogállam.",1,6,521,444
"A találkozó után a kormányfők közös sajtótájékoztatót tartottak, ahol Orbán Viktor leszögezte:",2,6,94,444
"Magyarország továbbra is együtt mozog Lengyelországgal az uniós jogállamisági mechanizmus vitájában: Orbán nem fogad el olyan javaslatot, ami a lengyelek számára elfogadhatatlan lenne.",3,6,184,444
"A két miniszterelnök egy hat pontból álló közös állásfoglalást adott ki a találkozó után, miszerint",4,6,99,444
"Az állásfoglalás tartalmát a sajtótájékoztatón Orbán nem ismertette, helyette arról beszélt, látja, hogy a magyar kormányra nyomást gyakorolni akaró kormányok médiája „olyan képet fest, mintha a magyar vétó helytelen dolog lenne”. Pedig ez egy törvényes eszköz, amikor vétózunk, olyan joggal élünk, amit az uniós alapszerződés garantál számunkra. Orbán szerint egyenesen hazafias kötelessége vétózni, „ha az ország vitális, fundamentális, lényegbe vágó érdekei sérülnének egy döntés esetén”.",5,6,491,444
"Orbán megint előszedte a szófordulatot, miszerint az asztalon lévő jogállamiság-vita nem a jog uralmáról (rule of law), hanem a többség uralmáról (rule of majority) szól. „És miután nekünk számos kérdésben vitánk van az unió többi tagállamával”  - a migráció kérdését, a nemzeti szuverenitás kérdését, és a gender-kérdést említette -, „nem tehetem ki Magyarországot annak a kockázatnak, hogy olyan álláspontokat kényszerítsenek rá, amit nem tud elfogadni”.",6,6,456,444
"Kijelentette, Magyarországnak „semmilyen vesztesége nem származna akkor sem, ha nem jön létre a válságkezelési alap”, hiszen az valójában hitelfelvétel lehetőségét jelenti, ráadásul azzal a kockázattal, hogy a nem törlesztő országok hitelét is a vállára kéne vennie a többi tagállamnak.",7,6,286,444
"„Ez nem pénzkérdés, ezt a vitát pénzzel nem lehet megoldani”",8,6,60,444
- mondta.,9,6,9,444
"A kiadott közös állásfoglalásban és a sajtótájékoztatón is elhangzott: Orbán és Morawiecki azt javasolják, az unió válassza szét a joguralomról szóló „politikai vitát” és a válságkezelés kérdését.",10,6,196,444
"Mielőbb indítsa el a válságkezelési alap szétosztását a tagállamok között, és ettől teljesen függetlenül foglalkozzon, ha szükséges, az EU pénzügyi érdekeit védő jogállamisági feltételrendszer kérdésével.",11,6,204,444
"Orbán és Morawiecki álláspontja szerint, ha ilyen feltételrendszernek valóban szükségét látja az unió, ahhoz mindenképpen az alapszerződés módosítása szükséges, a tagállamok kormányainak beleegyezésével.",12,6,203,444
"„A joguralommal összefüggő szabályok megalkotása a válságkezeléshez nem szükséges”. Azért került csak az asztalra, mert néhány tagállam azt gondolta, hogy a két kérdést egyszerre kell rendezni - mondta a sajtótájékoztatón Orbán.",13,6,228,444
"Mateusz Morawiecki lengyel miniszterelnök felszólalásában dicsérte a közös válságkezelésről való júliusi megállapodást, de szerinte az a jogállamisági mechanizmus, amit a válságkezelő csomaghoz társítana az Európai Bizottság és az Európai Parlament közös javaslata „önkényességével” akár az unió széteséséhez is vezethet. Elmondta, a jogállamisági mechanizmus elfogadásával az a példátlan és elfogadhatatlan helyzet állna elő, hogy egy alacsonyabb rendű jogszabály felülírná az EU alapszerződésében foglalt magasabb rendű szabályokat. Szerinte az unió 27 tagállamának különbözőségeit inkább értékelni kellene, és tiszteletben tartani, hogy a vétójogukkal élve a tagállamok gondoskodni próbálnak a saját érdekeik érvényesüléséről.",14,6,729,444
"Szerinte a jogállamisági mechanizmus vétójával a magyar a lengyelek és a magyarok a többi tagállamot is megvédik attól, hogy támadás alá kerüljenek az unióban, egy ilyen mechanizmus bevezetése esetén ugyanis bárki, bármikor sorra kerülhetne, ez lehet a fegyver az EU-ban zajló, azt szétfeszítő folyamatos vitákhoz.",15,6,314,444
"Morawiecki hozzátette, meg van győződve róla, hogy Lengyelország és Magyarország a közös kiállással képes lesz meggyőzni igazáról a többi uniós tagállamot.",16,6,155,444
