article_text,paragraphs,article,n_characters,news_site
"Vagyis nem másról van szó, mint egy ""politikai ostorról"", amivel azokat akarják megbüntetni, akik nem állnak be a sorba - mondta Kovács Zoltán.",5,2,143,Origo
"A jogállamiságot tekintve, Magyarország semmivel sem rosszabb, mint bármelyik más tagállam. ",1,3,92,Origo
"A képviselő beszélt arról a magyar álláspontról is, amelyet a miniszterelnök fogalmazott meg az EU vezetőinek, ahol rögzítette, a jogállamisági kritériumok beemelése miatt, ami ellentétes a közösség vezetőinek korábbi megállapodásával, a magyar kormány vétózni fogja az EU következő költségvetését, valamint a gazdasági mentőcsomagot is.",2,3,337,Origo
"Bajkai István szerint egy felelős kormány nem mehet bele egy hétéves, a közösség jövőjét befolyásoló időszakba, úgy, hogy közben mindenféle jogi alapokat beemelni, így megteremtve az első- és másodrendű országokat a közösségen belül. Hozzátette, a jogállamiságot tekintve, Magyarország semmivel sem rosszabb, mint bármelyik más tagállam. Ebben az ügyben előrelépés kell, mert a járvány okozta gazdasági válságot kezelni kell, de ehhez is csak felelősen lehet hozzáállni. Most az a kérdés, hogy sikerül-e megegyezni, hogy Brüsszel meghallja-e a magyar álláspontot.",3,3,563,Origo
A teljes beszélgetést itt olvashatják. ,4,3,39,Origo
"György László, az Innovációs és Technológiai Minisztérium (ITM) gazdaságstratégiáért és szabályozásért felelős államtitkára a közösségi oldalán magyarázta el, hogy hétfőn miért vétóztak. Értékelése szerint „tiszteletben tartva és betartva az Európai Unió szabályait nem hagyhatjuk, hogy a magyarokat érintő alapvető kérdésekben mások hozzanak a fejünk fölött döntést"".",1,4,368,Origo
"Teljesen természetes, hogy a politikában vitatkozunk arról, hogy melyek a legfontosabb, védendő értékek. Sőt, a politika – a szó eredeti jelentését tekintve – épp erről szól: a közéletet érintő jelenségekről és ügyekről, azok megvitatásáról.  Nincs ez másként a mindennapokban sem: az ebédlőasztalnál is szoktunk barátokkal, családtagokkal vitatkozni, sokszor még olyankor is, amikor alapvetően egyetértünk, de eltérő tapasztalatainkból, tájékozottságunkból, élethelyzetünkből adódóan másképpen látunk egy-egy eseményt – írta György László.",2,4,540,Origo
"Az államtitkár hozzáfűzte: Például, bár mindannyiunknak fontos a személyes biztonságunk, ettől még eltérően vélekedhetünk (és vélekedünk is) a bécsi zsinagóga elleni robbantásos merényletről. Tiltsa be, tiltsa ki, ne engedje be, engedje be, de tanítsa meg, értesse meg vele! Van, akinek a személyes szabadsága, van, akinek a biztonsága fontosabb, van, akit az igazságtalanságok és az egyenlőtlenségek zavarnak leginkább. Ez így rendben is volna. ",3,4,446,Origo
"Az viszont nincs rendben, amikor európai barátaink az asztalnál ránk akarják kényszeríteni a politikai véleményüket csak azért, mert úgy gondolják, hogy az ő igazuk igazabb a mienknél, úgy érzik, erkölcsileg fölöttünk állnak, náluk van a bölcsek köve, a »történelmi igazság«. Ráadásul ezt a politikai véleményt és akaratot olyan megragadhatatlan, a brüsszeliták kénye-kedve szerint értelmezhető fogalmak mögé akarják elrejteni, mint a »rule of law«  – nyomatékosította a magyar álláspontot György László.",4,4,504,Origo
"Miközben a déli tagállamok az ebédre, a gazdasági mentőcsomagra várnak, hogy túléljék a koronavírus miatti hosszú böjtöt, addig politikai ellenfeleink eldöntötték, hogy addig nem hozzák ki az előételt senkinek, amíg ránk – magyarokra és lengyelekre – nem kényszerítik a politikai véleményüket – részletezte.",5,4,307,Origo
"El akarnak küldeni bennünket az asztaltól, mert az Európa jövőjét alapvetően befolyásoló ügyekben, mint például a migráció, más álláspontot képviselünk, és őket ez zavarja. Mindezt úgy, hogy az ebédmenühöz mi is befizettük a ránk eső részt.",6,4,240,Origo
"Erről szól a mostani vétó:  tiszteletben tartva és betartva az Európai Unió szabályait nem hagyhatjuk, hogy a magyarokat érintő alapvető kérdésekben mások hozzanak a fejünk fölött döntést  – tette hozzá végezetül az államtitkár.",7,4,228,Origo
"A Fidesz-KDNP európai parlamenti képviselőcsoportja támogatja a kormánynak a magyar emberek védelmében hozott döntését, Brüsszel ugyanis a politikai feltételrendszer létrehozásával egy olyan erőszakos politikai zsarolóeszközt akar létrehozni, amelynek végső soron az a célja, hogy a magyarokra erőltessék a bevándorlókat - jelentette ki a képviselőcsoport az MTI-hez eljuttatott közleményében kedden.",1,5,400,Origo
"A képviselőcsoport tagjai hangsúlyozták: nem Magyarország az, amely zsarolja és nyomás alá helyezi Brüsszelt az uniós költségvetési forrásokról döntő tárgyalások során, hanem épp ellenkezőleg.",2,5,192,Origo
"""Mi a magyar emberek mellett állunk, és megvédjük az érdekeiket, míg a baloldal a magyar emberekkel szemben megint Brüsszel oldalára állt"" - fogalmaztak.",3,5,153,Origo
"A Fidesz és a KDNP európai parlamenti képviselői megerősítették, hogy Magyarország és a magyar kormány soha nem Európa ellen, hanem Európáért és gyermekeink, unokáink európai jövőjéért küzdött és küzd. Arra emlékezetek, hogy Magyarország az uniós csatlakozáskor nem egy föderalista Európát és nem az Európai Egyesült Államokat választotta, hanem az erős nemzetállamokra épülő, egymást segítő és tiszteletben tartó szövetséget. ",4,5,427,Origo
"Nem azért küzdöttünk rendszerváltoztatáskor a magyar szabadságért, hogy a keleti önkényuralmat nyugati önkénnyel váltsuk fel  - tették hozzá. ",5,5,142,Origo
"Orbán Viktor miniszterelnök hétfőn levélben tájékoztatta Angela Merkel német kancellárt, Ursula von der Leyent, az Európai Bizottság elnökét és Charles Michelt, az Európai Tanács elnökét arról, hogy a magyar kormány megvétózza az EU hétéves költségvetésével és a helyreállítási alappal kapcsolatos jogalkotást.",6,5,310,Origo
"Az uniós tagországok Európai Unió mellé rendelt állandó képviseletei vezetőinek hétfői tanácskozásán, egyhangúság hiányában, nem született döntés az unió hosszú távú költségvetéséről és a koronavírus-járvány okozta károk helyreállítását célzó alapról. Az uniós források elosztásra vonatkozó, jogállamiságot érintő politikai feltételrendszerről szóló határozatot a nagykövetek minősített többséggel elfogadták.",7,5,409,Origo
"A hosszú távú költségvetés és az ahhoz szorosan kapcsolódó helyreállítási csomag elfogadásába Magyarország és Lengyelország nem egyezett bele. A két ország véleménye szerint a költségvetéshez és a helyreállítási csomaghoz rendelni kívánt, az uniós finanszírozás politikai feltételekhez kötése sértené az uniós alapszerződést, továbbá nem tartaná magát az Európai Tanács júliusi csúcstalálkozóján elfogadott állásfoglaláshoz.",8,5,424,Origo
"A magyar kormány, a 2020. júliusi európai uniós csúcson megelőlegezett álláspontjának megfelelően, megvétózta a költségvetési jogalkotási csomagot, élve az uniós szerződésekben garantált vétójogával - áll Orbán Viktor miniszterelnök nyilatkozatában, melyet szerdán juttatott el az MTI-hez.",1,6,289,Origo
"Orbán Viktor leszögezte, ma Brüsszelben csak azt az országot tekintik jogállamnak, amelyik beengedi a migránsokat a hazájába.",2,6,125,Origo
"""Aki megvédi a határait és megvédi országát a migrációtól, Brüsszelben már nem minősülhet jogállamnak. A jelenlegi javaslat elfogadása után pedig nem lenne akadálya annak, hogy a tagországoknak járó pénzeket a bevándorlás támogatásához kössék, és a migrációt ellenző országokat költségvetési eszközökkel megzsarolják"" - fejtette ki álláspontját.",3,6,345,Origo
"A miniszterelnök közölte azt is, hogy Magyarország a vita során a lojális együttműködés, a kiszámíthatóság és a transzparencia elveit követve járt el, mindvégig kompromisszumkészséget mutatott. Annak ellenére, hogy a gazdasági válság közös hitelfelvétellel történő kezelését sosem tartotta megfelelőnek.",4,6,303,Origo
"Nyilatkozatában kijelentette: ""a 2020 júliusában született kompromisszumot csak azért fogadtuk el, mert elkötelezettek vagyunk az európai szolidaritás mellett, és támogatjuk, hogy a pénzügyi segítségre szoruló államok a lehető leggyorsabban forrásokhoz jussanak"".",5,6,263,Origo
"Orbán Viktor aláhúzta: Magyarország elkötelezett híve a jogállamiságnak.Hozzátette, a mai kormánypárt vezetői azok, akik Magyarországon kiharcolták a jogállamot a kommunista diktatúrával szemben. Az elmúlt évek bevándorlási vitái során a jogállamra hivatkozás jogi helyett politikai és ideológiai eszközzé vált. Objektív kritériumok hiányában és a jogorvoslat lehetősége nélkül erre tagállamot büntető eljárást alapozni nem lehet - fejtette ki.""Véleményünk szerint Európa egységét aláásó súlyos hiba lenne a pénzügyi, gazdasági kérdések politikai vitákkal való összekapcsolása. Bármely új tagállamokat büntető mechanizmus bevezetése csak a szerződések egyhangú módosításával lehetséges"" - közölte álláspontját a miniszterelnök.",6,6,727,Origo
"A magyar kormány a költségvetési vétó margóján úgy érvel, hogy az EU-ban gyakorlatilag csak azokat az országokat tekintik jogállamnak, amelyek sosem ellenkeztek a migránsok befogadása ellen - írja a Magyar Nemzet. A lap összeállításában felidézi, hogy a migrációs politika és a jogállamiság ügye miképp fonódott össze az elmúlt években Brüsszelben.",1,7,348,Origo
"2015. május 13.: ismertté válik a Jean-Claude Juncker-féle Európai Bizottság migrációs stratégiája. Az elsősorban a Földközi-tenger térségét ért válsághelyzet miatt a testület jelzi, hogy május végéig átmeneti elosztási mechanizmusra, illetve kötelezően valamennyi tagállamot érintő, unión belüli áttelepítési programra tesz javaslatot.",2,7,336,Origo
"2015. szeptember 22.: nem teljes egyetértéssel, hanem minősített többségi szavazással, Finnország tartózkodása mellett, Magyarország, Csehország, Szlovákia és Románia ellenszavazata ellenére szavazták meg az Európai Unió belügyminiszterei 120 ezer további menekült elosztását a tagállamok között. Magyarország és Szlovákia a határozatot az Európai Unió Bíróságán megtámadta, majd 2017 szeptemberében elvesztették a kvótapert.",3,7,425,Origo
"2016. március 7.: Orbán Viktor miniszterelnök (más országvezetőkkel együtt) megvétózza az EU arra vonatkozó tervét, hogy a tagállamok közvetlenül Törökországból, nem megfelelő feltételekkel telepítsenek át menedékkérőket. A végleges uniós–török paktumra több mint egy héttel később, március 17–18-án ütnek pecsétet. A kormányfő Brüsszelben ekkor kijelentette: Magyarország a legnagyobb veszélyt „kibekkelte”, a migránsok befogadása az egyezség értelmében ugyanis csak önkéntes lehet.",4,7,483,Origo
"2017. június 13.: az Európai Bizottság kötelezettségszegési eljárást indít Magyarország, Lengyelország és Csehország ellen, amiért nem hajtják végre a kötelező uniós menekültkvóták felállításáról szóló korábbi döntést. A luxemburgi székhelyű testület 2020 áprilisában mondja ki, hogy az országok nem teljesítették az uniós jogból eredő kötelezettségeiket, amikor megtagadták az áthelyezést szolgáló mechanizmusnak való megfelelést.",5,7,431,Origo
"2017 augusztusában Orbán Viktor levélben kéri Jean-Claude Junckert, hogy a déli határkerítés jelentette költségek felét az unió térítse meg. A bizottsági elnök „A szolidaritás kétirányú utca” címszó alatt visszautasítja a kérést.",6,7,229,Origo
"2018 májusában Juncker az EP strasbourgi plenáris ülésén jelenti be, hogy az Európai Bizottság olyan hosszú távú költségvetést javasol a 2021–2027-es időszakra, amelyben a jogállamiság követelményeinek meglétéhez kötnék az uniós kifizetéseket.",7,7,243,Origo
"2018. szeptember 11.: az EP történetében először aktiválja a hetes cikkely szerinti eljárást, amikor megszavazza a magyar jogállamiságot bíráló Sargentini-jelentést. A strasbourgi vitán hazánkat Orbán Viktor képviseli. A kormány később a szavazatszámlálás módja miatt az Európai Bírósághoz fordult. 2019 decemberéig, a finn EU-elnökség égisze alatt, kétszer tartanak meghallgatást a magyar jogállamisági eljárásban.",8,7,415,Origo
"A 2019-es európai parlamenti választások után intézményközi harc kezdődik, a visegrádi országok nem mennek bele, hogy a bevándorláspárti baloldali politikus, korábbi jogállamisági biztos, Frans Timmermans legyen a következő bizottsági elnök.",9,7,241,Origo
"2020 júliusában a koronavírus-járvány és a 2021-ben kezdődő új költségvetési ciklus nyomán maratoni, négynapos csúcstalálkozót tartanak Brüsszelben: az országvezetők 1800 milliárd eurós csomagot fogadnak el, egy általános, az EU pénzügyi érdekeit védő kondicionalitással kiegészítve. Angela Merkel a német EU-elnökség nevében kijelenti, hogy eredményre vezetik, lezárják a magyar hetes cikkely szerinti eljárást.",10,7,412,Origo
"2020 szeptember végén Orbán Viktor és a V4-ek vezetői Brüsszelben elutasítják az immár Ursula von der Leyen vezette Európai Bizottság új migrációs stratégiáját, mondván: a kvóta átnevezve is kvóta marad.",11,7,203,Origo
"2020. november 16-án a magyar és a lengyel EU-nagykövet országaik nevében vétót emelnek az EU hétéves költségvetésével és a helyreállítási alappal kapcsolatos jogalkotás ellen, mivel Brüsszelben a csomaghoz önkényes jogállamisági feltételeket csatolnának.",12,7,255,Origo
"Donald Tusk, az Európai Néppárt elnöke 2018-ban még határozottan ellenezte, hogy az Európai Unió költségvetését összekössék az ún. ""jogállamisági feltételekkel"" - írta Novák Katalin a Facebookon. A Fidesz alelnöke, családokért felelős miniszter egy lengyel lap cikkét tette közzé. ",1,8,281,Origo
"""Nemcsak azért, mert nem szeretném, ha Lengyelországot megbüntetnék, hanem azért is, mert Európának nem lenne jó ezt a két rendszert összekeverni"" - mondta Tusk. – ""Azokat a pénzeket, amelyeket a költségvetésben különféle célokra szánunk, nem szabad tisztán politikai kritériumoknak alávetni"" - mondta akkor Donald Tusk.",2,8,320,Origo
"Tusk most a magyar és lengyel vétó bejelentése után ezt írta: ""Aki a jogállamiság ellen van, az Európa ellen van. Tiszta álláspontot várok ezt illetően az Európai Néppárt minden tagpártjától. Alapvető értékeink ellenzőit senki nem védelmezheti többé"".",3,8,251,Origo
"Ezek után úgy tűnik, leginkább Tusk álláspontja nem tiszta.",4,8,59,Origo
"A koronavírus-járvány második hullámának közepén járunk, és míg Európa legtöbb országa a vírus ellen küzd, addig Brüsszel a helyzetet kihasználva ideológiai háborút indít Magyarország és Lengyelország ellen, és megpróbálja megfosztani a magyarokat és a lengyeleket azoktól a forrásoktól és támogatásoktól, amelyek jogszerűen megilletik. A konzervatív és keresztény értékeket ért támadás hosszú ideje tart, és egyre embertelenebb jelleget ölt: a brüsszeli elit most már arra is képes, hogy abban az egészségügyi vészhelyzetben, amellyel egész Európa küzd, a pénzeket ideológiai feltételekhez kössék. ",1,9,599,Origo
"Orbán Viktor, Magyarország miniszterelnöke a napokban levélben tájékoztatta arról Angela Merkel német kancellárt, Ursula von der Leyent, az Európai Bizottság elnökét és Charles Michelt, az Európai Tanács elnökét, hogy a kormány megvétózza az európai uniós költségvetést és a helyreállítási alappal kapcsolatos jogalkotást. A miniszterelnök kiemelte, hogy addig semmiről sem lesz megállapodás, amíg a felek nem tudnak mindenről megállapodni, és a magyar kormány ezt a politikát fogja követni. ",2,9,492,Origo
"Orbán Viktor kiemelte: az Európai Unió kettős mércét alkalmaz, és olyan feltételekhez köti a helyreállítási csomagot és a költségvetést, amely nemcsak Magyarország érdekeit veszélyezteti, hanem a tagállamok közötti bizalmat is. Mindezt ráadásul az EU egy olyan időszakban teszi, amikor a világon járványhelyzet van, és a legtöbb ország az emberéletek megmentéséért és a gazdaság életben tartásáért küzd. ",3,9,404,Origo
"Nem ez az első olyan eset, amikor az EU ideológiai okokból támadja Magyarországot, természetesen a magyar radikális baloldal európai parlamenti képviselőinek hangos támogatásával. ",4,9,180,Origo
"Bármennyire is próbálja Brüsszel zavaros jogi eszmefutatásakkal indokolni a mostani helyzetet, az igazság az, hogy továbbra sem nézik jó szemmel, ha egy konzervatív keresztény kormány van hatalmon Európában, amely számára többek között fontos az, hogy ne Brüsszel határozza meg, hogy kivel élnek együtt a magyar emberek. Míg az Európai Unió a migránsok beengedését akarja minden lehető eszközzel elérni, addig a magyar kormány nem enged az álláspontjából. ",5,9,456,Origo
"Az Európai Unió szintén előszeretettel hivatkozik a Sargentini-jelentésre, amely alapján aktiválták Magyarország ellen a hetes cikkelyt. Itt érdemes megjegyezni, hogy Manfred Weber, az Európai Néppárt frakcióvezetője 2018 őszén megszavazta a jelentést, de a napokban már arról beszélt, hogy a benne lévő érvek meg sem állnák a helyüket az Európai Unió Bíróságán.",6,9,362,Origo
"Manfred Weber régóta személyes bosszúhadjáratot folytat Magyarország ellen, amelynek oka, hogy Orbán Viktor a V4-országok támogatásával megakadályozta, hogy Weberből az Európai Bizottság elnöke legyen. ",7,9,202,Origo
"Szintén személyes motivációk állnak Donald Tusk, az Európai Néppárt elnökének támadásai mögött is, pedig ő két évvel ezelőtt még teljesen máshogy vélekedett a jelenlegi helyzetről. 2018-ban Tusk még arról beszélt, hogy nem szabad tisztán politikai kritériumok mentén összemosni azokat a pénzeket, amelyeket a költségvetésben különféle célokra szánnak, most viszont éppen ezt támogatja.",8,9,385,Origo
"A Néppárt elnökének véleménye azért változott meg, mert évek óta próbálkozik hatalomra jutni Lengyelországban, ez viszont nem sikerül neki, Magyarország pedig a hatalmon lévő valódi konzervatív pártot, a Jog és Igazságosságot támogatja. Tusk már többször is megmutatta, hogy mennyire gyűlöli Magyarországot, áprilisban a koronavírushoz hasonlította Orbán Viktort és a magyarokat, de hasonlóan vélekedett Nagy-Britanniáról és Donald Trump amerikai elnökről is.",9,9,459,Origo
"Embertelen, hogy az Európai Unió éppen most, a veszélyhelyzet idején kezd el ideológiai harcot folytatni a konzervatív értékrendekkel szemben és próbálja meg politikai feltételekhez kötni a jogszerűen járó pénzügyi támogatásokat. Ráadásul a most megálmodott mechanizmusnak semmilyen jogi alapja nincs.",10,9,301,Origo
"Nyilvánvaló, hogy melyek lesznek azok a kérdések, amelyeket feltételként fognak támasztani a támogatások utalásához.",11,9,116,Origo
Ezek,12,9,4,Origo
"A Soros György által pénzelt erők számára a migránskérdés továbbra is az egyik legfontosabb dolog, most a támogatások megvonásával szeretnék kizsarolni azt, hogy Magyarország migránsokat engedjen be. ",13,9,200,Origo
"A magyar kormány ennek nem enged, ezért döntött a brüsszeli vétó mellett.",14,9,73,Origo
"A bevándorláspárti milliárdos szerint Magyarország és Lengyelország annak ellenére vétózta meg az uniós költségvetést, hogy annak ők a legnagyobb kedvezményezettjei. Soros úgy véli, az EU-nak nem szabad kompromisszumot kötni a jogállamiság ügyében.",1,10,248,Origo
"Publicisztikát jelentetett meg a Project Syndicate nevű oldalon Soros György, a magyar származású amerikai bevándorláspárti milliárdos, tőzsdespekuláns. Írásában – amelyet Soros blogja, a 444.hu szemléz, vette észre a Mandiner – leszögezi, hogy az Európai Unió nem engedhet Magyarország és Lengyelország zsarolásának.",2,10,317,Origo
"Ismeretes, a két ország megvétózta az Unió tervezett 1150 milliárd eurós költségvetését és a 750 milliárd eurós segélyalapját a kifizetésekkel összekötött, rendkívül homályos „jogállamisági mechanizmus"" miatt. Soros szerint mindez annak ellenére történt, hogy a lengyelek és a magyarok a csomag „legnagyobb kedvezményezettjei"".",3,10,327,Origo
"Soros szerint a jogállamiság e két ország tekintetében nem valami elvont, elméleti kérdés, hanem nagyon is gyakorlati akadály a két ország vezetőinek, elsősorban Orbán Viktor „személyes és politikai korrupciójának"". A milliárdos azonban úgy véli, a mechanizmus létezése már tény. Tehát az ő értelmezésében, ha a lengyel és a magyar vétó miatt el is bukik az EU költségvetési tervezete, akkor az év végén lejáró költségvetés él tovább, kiegészítve azzal, hogy a jogállamisági szabályok megsértői nem juthatnak támogatáshoz.",4,10,522,Origo
"Orbán rendszerét „gondosan kimunkált kleptokráciaként"" jellemzi, amely „csupaszra rabolta"" az országot. „Nehéz megbecsülni az összeget, amivel családját és barátait gazdagította, de sokuk rendkívüli módon meggazdagodott"" – írja. A „rablásra"" példát is hoz. Az állami vagyon közvetetten az ő irányításuk alatt álló magánalapítványokba tereléséről megjegyzi, hogy ezek alaptörvénybe emelésével garantálta, hogy csak kétharmados többséggel lehet ezt a vagyont visszavenni. De lopásként említi azt is, hogy a hatalomhoz közeli cégeken átfolyatott és megdézsmált pénzen vettek több mint 16 ezer lélegeztetőgépet, bőven többet annál, ahány intenzív ágy és lélegeztetőgépet kezelni képes egészségügyi személyzet van az országban.",5,10,722,Origo
"„Az EU nem engedheti meg magának a kompromisszumot a jogállamisági záradék ügyében. Hogy hogyan reagál az Orbán és Kaczynski jelentette kihívásra, az meghatározza, hogy képes lesz-e az értékeihez hű nyitott társadalomként túlélni"" – zárja cikkét a bevándorláspárti milliárdos.",6,10,276,Origo
Szentkirályi Alexandra kormányszóvivő és Gulyás Gergely Miniszterelnökséget vezető miniszter tartja a szokásos csütörtöki Kormányinfót.,1,11,135,Origo
"Véget ért a Kormányinfó, hamarosan összefoglalóval jelentkezünk.",2,11,64,Origo
"Átlagosan egy nap Magyarországon 350-en halnak meg, nyílván most magasabb lehet ez a szám, de azon a számon belül van, amit képes az egészségügy és a temetkezés kezelni - mondta egy másik kérdésre Gulyás. ",3,11,205,Origo
"A vétótól akkor tudunk elállni, ha a politikai döntéseket Magyarországon és nem Brüsszelben hozzák meg - mondta kérdésre Gulyás. ",4,11,129,Origo
"Gulyás bízik benne, hogy december 11-e után ismét lesz olyan Kormányinfó, amin jelen lehetnek az újságírók. Az előrejelzésekkel kapcsolatban azt mondta, hogy kéthetente lehet az intézkedéseket értékelni, a járvány tetőzése elég széles skálán mozog. ",5,11,249,Origo
"580-an vannak intenzív ágyon, és 1700 körül van a szabad intenzív ágyak száma, de az utóbbi bővíthető  - mondta kérdésre a miniszter. ",6,11,134,Origo
"Gulyás kérdésre azt mondta, hogy semmilyen sürgős kezelés nem marad el a koronavírus-járvány miatt. ",7,11,100,Origo
"Gulyás Gergely kérdésre azt mondta, hogy vagy meghosszabbítják a jelenlegi intézkedéseket, vagy szigorúbbakat hoznak, ha a következő hetekben nem lesz változás a számokban. Radikálisan javuló számoknak kell jönnie, hogy a kormány jelentősen enyhítsen karácsonyra. ",8,11,264,Origo
"A magyar ellenzék, ha bármilyen kritikákat kap külföldről, akkor a baloldal rögtön a kritika oldalra áll. Mára kizárólagos lett az internacionalizmus az ellenzéken belül a Jobbiktól Gyurcsányig - mondta kérdésre Gulyás. ",9,11,220,Origo
A nyilvánosság előtt csak panaszt és kritikát hall a kormány Budapest vezetésétől - mondta kérdésre Gulyás. ,10,11,108,Origo
"Gulyás kérdésre azt mondta, hogy  a szlovén kormányfő Európai Bizottsághoz írt levelében nagyon sok olyan állítás van, amiket meg kell fontolni, így az uniós intézmények nem vehetnek részt belpolitikai küzdelmekben. ",11,11,216,Origo
"Sokkal többen járnak napi szinten ingázással a szomszédos országba, mint amennyi ember átment szavazni az ukrán vagy a román helyhatósági választásra - mondta egy kérdésre Gulyás. Az ellenzék szerint, ha járvány van, akkor az országgyűlési képviselőknek nem kell dolgozniuk - mondta egy másik kérdésre Gulyás annak kapcsán, hogy miért nyújtották be az alaptörvény-módosítását. ",12,11,377,Origo
"Az iparűzési-adó kapcsán azt mondta Gulyás, hogy írásos változatot nem kaptak róla. ",13,11,84,Origo
"Uniós költségvetés idővel biztosan lesz, de bázisalapon megy tovább a korábbi költségvetés, így minden korábban meghirdetett program megy tovább - mondta Gulyás. Az autópályák esetében nem indokolja az ingyenessé tételt a mostani helyzet, mivel a többség nem autópályán megy munkába. ",14,11,284,Origo
"A kormány célja az volt, hogy a járványügyi helyzetre felkészítse az egészségügyet, és ennek részeként döntöttek a jelentős orvosi fizetésemelésről - mondta Gulyás. A kirendeléssel kapcsolatos vita lezárult azzal, hogy az orvosi kamara javaslatát elfogadta a kabinet - tette hozzá. A másodállással kapcsolatos vita is rendezhető.  ",15,11,331,Origo
"Nem lesz időben óriási különbség a vakcinák között, így az a cél, hogy az elsők között tudjunk az országba hozni ilyen vakcinát – mondta Gulyás. Korózs Lajosról azt mondta, hogy az ellenzék kezében van a helyzet feloldásának a kulcsa. ",16,11,235,Origo
"Hónapról hónapra szégyenülnek meg azok, akik a Magyarországgal szembeni vádakat megfogalmazzák. Semmiben nem akadálya a megállapodásnak a hetes cikk szerinti eljárás lezárása - mondta kérdésre Gulyás. A Miniszterelnökség vezetője felidézte, hogy Donald Tusk 2018-ban arról beszélt, hogy nem szabad a jogállamiságot összekötni az uniós pénzek kifizetésével. ",17,11,357,Origo
"Az unió több mint 7 évtizedes történetében a kifizetéseket eddig nem akarták teljesen más dolgokkal összefogni. Minden olyan szabályt támogatunk, ami a pénzek felhasználásának az ellenőrzését segíti – mondta kérdésre Gulyás. Amihez nem járulunk hozzá, hogy politikai ügyekkel kössék össze a pénzek kifizetését - tette hozzá. A pénzügyi érdekek védelmét támogatjuk, de azt, hogy ne a választók által felhatalmazott kormány döntsön a migrációs ügyekben, azt nem tudjuk elfogadni. A status quo pártján állunk - mondta a miniszter. ",18,11,528,Origo
"Az oktatásban sokkal nehezebb végzős hallgatókat bevonni a munkába, de elegendő pedagógus áll rendelkezésre, hogy a munka biztosítható legyen - mondta Gulyás. A múlt idő már vétó. és Orbán Viktor ezt már közölte Angela Merkellel, és ez megtörtént lengyel részről is - mondta kérdésre. Jelenlegi formájában nulla az esélye az elfogadása a csomagnak. ",19,11,349,Origo
"Gulyás Gergely kérdésre azt mondta, hogy újabb szigorításokról nem tárgyalt a kormány. Felelős kormány nem tud arról beszélni, hogy mi fog történni 2-3 hét múlva. Ha mindenki betartja a szabályokat, akkor a járvány terjedése lassulhat - mondta a miniszter. ",20,11,257,Origo
"A magyar ellenzék most egy újabb lehetőséget lát arra, hogy a bevándorlást az országra kényszerítse. Az ország nem enged a zsarolásnak - mondta Gulyás. Az ország gazdasági alapjai stabilak. Mi a kezdetektől fogva nem értettünk egyet az Új Generáció alappal, mivel nagy veszélyt láttunk a közös hitelfelvételben - mondta a miniszter. Korábban elfogadtuk ezt az európai szolidaritás jegyében, de nem engedünk a további zsarolásnak - mondta a miniszter. ",21,11,451,Origo
"A következő hétéves uniós költségvetés magyar-lengyel vétója mellett állt ki a Giorgia Meloni vezette Olasz Testvérek Párt (Fratelli d'Italia) több meghatározó tagja is. A Hír TV tudósítójának a jobboldali, bevándorlásellenes párt alelnöke, Francesco Lollobrigida azt nyilatkozta: Brüsszel független demokratikus országok jogalkotásába akar beleavatkozni csak azért, mert azok kormányai nem követik a liberális elképzeléseket.",1,12,426,Origo
"Orbán Viktor miniszterelnökről és a lengyel-magyar vétóról szóló cikkek lepték el az olasz napilapokat, miután hazánk Lengyelországgal együtt hétfőn vétózta meg az EU hétéves költségvetését, a jogállamisági feltételrendszer elleni tiltakozásként.",2,12,246,Origo
"A baloldali és liberális média „felelőtlen magatartással"" vádolja a két ország vezetőjét, amiért azok - szerintük - a tagállamokra nehezedő gazdasági nehézségek közepette akadályokat gördítenek a költségvetési tárgyalások útjába. ",3,12,230,Origo
A balliberális erőkkel szemben a jobboldali Olasz Testvérek Párt vezetői egymás után állnak ki a két közép-európai ország mellett. ,4,12,131,Origo
"Az olasz-magyar parlamenti baráti társaság alapító elnöke, Adolfo d'Urso a Hír TV-nek interjút adva elmondta, meggyőződése, hogy az európai uniós egyensúly megtalálásához a V4-ek és Olaszország összefogására van szükség. Adolfo d'Urso szenátor arról is beszámolt, hogy a két ország képviselőből álló baráti kör fő célkitűzése a francia-német tengely ellensúlyozása közös összefogással. Jogos és érthető a magyarok és a lengyelek vétója, amit szabadságuk védelméért léptek meg - ezt már az Olasz Testvérek párt alelnöke, Francesco Lollobrigida mondta a Hír TV olaszországi tudósítójának.",5,12,586,Origo
"A jobboldali képviselő hozzáfűzte, hogy amennyiben az Olasz Testvérek lenne kormányon, ők is hasonlóan döntöttek volna. Minden nemzetnek jogában áll, hogy szabadon élhessen hazájában, és hogy az általa demokratikusan megválasztott kormány döntései határozzák meg jövőjét.",6,12,271,Origo
"Kiállt az európai uniós tagság mellett, de elutasította az EU-tagországok jogállamisági helyzetének ""önkényes értékelését"" Mateusz Morawiecki lengyel kormányfő Facebook-oldalán csütörtökön közzétett bejegyzésében, megerősítve az uniós kifizetések tervezett módosítása miatt megfogalmazott lengyel kifogásokat.",1,13,309,Origo
"""Igent mondunk az Európai Unióra, de nemet az úgynevezett jogállamiság értékelésében alkalmazandó önkényes kritériumokra"" - áll Morawiecki bejegyzésében. A lengyel kormányfő szerint ",2,13,182,Origo
