article_text,paragraphs,article,n_characters,news_site,article_text_eng
"Csakhogy Budapestnek és Varsónak ez kevés. Elvi kifogásokra hivatkoznak, de elsősorban attól tartanak, hogy a következő választás évében (Magyarországon 2022-ben, Lengyelországban 2023-ban) pont a kampány idején vethetik ki a szankciókat, hogy rontsák a Fidesz és a PiS újabb győzelmének esélyét. ",10,21,297,444,"But for Budapest and Warsaw, this is not enough. They refer to theoretical objections, but they are mainly afraid that in the year of the next election (2022 in Hungary and 2023 in Poland) they may impose sanctions at the time of the campaign in order to worsen the chances of a new victory for Fidesz and PiS."
"Úgy tudjuk, hogy a magyarok igyekeztek garanciát szerezni Angela Merkeltől, hogy 2022 nyaráig nem lesz szankció, csakhogy a német kancellár ezúttal nem tudta megnyugtatni Orbán Viktort. Már csak azért sem, mert a tervei szerint 2021 őszén visszavonul a politikától. Információink szerint Merkel érdemben még csak nem is válaszolt Orbán november 6-i levelére, amelyben többek között sorosizmussal vádolja az Európai Bizottságot. A lengyel kormányfő levele terjedelmében negyede a magyarénak, és sokkal kevésbé konfrontatív a stílusa, de abból is világosan kiolvasható, hogy a lengyel kormány szerint is politikai zsarolásra alkalmas a mechanizmus, sérti az EU-s jogot, és mostani formájában Varsónak teljesen elfogadhatatlan.",11,21,724,444,"We understand that the Hungarians tried to obtain a guarantee from Angela Merkel that there would be no sanctions until the summer of 2022, but the German Chancellor could not reassure Viktor Orbán this time. Not only because he plans to retire from politics in the fall of 2021. According to our information, Merkel did not even reply to Orbán's letter of 6 November, accusing the European Commission of sorosism, among other things. The Polish Prime Minister's letter is a quarter of the Hungarian's letter, and it has a much less confrontational style, but it can also be clearly stated that according to the Polish Government, the mechanism is capable of political blackmail, it violates EU law, and in its current form it is completely unacceptable to Warsaw."
"A magyar kormány át is írta a mechanizmus nagy nehezen kialkudott szövegét, amit a német diplomaták tárgyaltak ki hetekig az Európai Parlament delegációjával. A parlament négy mérsékelt frakciója (néppárt, szocialista, liberális, zöld) világossá tette jó előre, hogy ha nem lesznek elég kemények a mechanizmus feltételei, akkor ők vétózzák meg a költségvetést - és erre ugyanúgy joguk van, mint a tagállamoknak egyenként. A patthelyzet feloldására a német elnökség egy nagyon gyenge, alig alkalmazható mechanizmust vitt a parlament elé, amit a tárgyalások alatt némileg visszakeményítettek, de nem annyira, mint amilyen kemény a Bizottság eredeti javaslata volt. ",12,21,663,444,"The Hungarian government also rewrote the very hard-negotiated text of the mechanism, which the German diplomats discussed for weeks with the delegation of the European Parliament. The four moderate factions of Parliament (people's party, socialist, liberal, green) have made it clear in advance that if the terms of the mechanism are not tough enough, they will veto the budget - and they have the same right as the Member States individually. In order to lift the stalemate, the German Presidency brought before Parliament a very weak, barely applicable mechanism, which was slightly curdled during the negotiations, but not as hard as the Commission's original proposal was."
"Orbán Viktor 6-án elküldött levelének mellékletében úgy írták át a magyar kormány jogászai a törvénytervezet szövegét, hogy jó kétharmadát egyszerűen kihúzták belőle. Elsősorban azokat a részeket, amiket az Európai Parlament delegációja rakatott bele. A ""jogállamiság"" kifejezést eleve mindenhonnan kivették belőle, és csak az EU költségvetésének közvetlen sérelmét hagyták benne szankcionálható elemként.",13,21,405,444,"In the annex to Viktor Orbán's letter sent on 6, the lawyers of the Hungarian government rewrote the text of the draft law in such a way that two thirds were simply pulled out of it. In particular, the parts put in by the delegation of the European Parliament. The term 'rule of law' has already been removed from everywhere, leaving only the direct harm to the EU budget as a sanctionable element."
"Kiszedtek mindent, ami általában utal a demokrácia állapotára (bíróságok függetlensége, csalások, korrupció, visszaélések) és maradt az, hogy fel lehet lépni, ha nem működik a pénzosztó bürokrácia. Az eljárási határidőket meghosszabbították, és beleraktak a magyar fogalmazók egy lehetőséget a fellebbezésre az EU bíróságához. ",14,21,327,444,"They took out everything that generally refers to the state of democracy (independence of courts, fraud, corruption, abuse) and it remained that action can be taken if the bureaucracy does not work. The procedural deadlines were extended and the Hungarian comprising an opportunity to appeal to the EU court."
"Ez sok elemző szerint kulcsfontosságú pont, mert ha ezt sikerül átnyomni, akkor 2022 tavaszáig aligha lesz szankció Magyarország ellen, hiszen ha minden határidőt az utolsó pillanatig kitol az eljárási vitában a magyar kormány, akkor aligha kezdődhet olyan időben a per, hogy abból ítélet legyen a magyarországi szavazásig. ",15,21,324,444,"According to many analysts, this is a key point, because if this is managed to be pushed through, there will hardly be any sanctions against Hungary until the spring of 2022, since if the Hungarian government extends all the deadlines to the last minute in the procedural debate, the lawsuit can hardly begin at such time as to become a verdict until the vote in Hungary."
"A magyar kormány kihúzatná azt a részt is, ami alapján szankció esetén is megkapná az ország a neki járó pénzt, csak éppen nem a kormány oszthatná szét pályázatokon, hanem mást bíznának meg a pénz elköltésével. Ezt a pontot szintén a parlamentiek szuszakolták a jogszabályba. ",16,21,276,444,"The Hungarian government would also pull out the part that would give the country the money owed to it even in the event of a sanction, but the government would not be able to distribute it in tenders, but would be entrusted with spending the money. This point has also been put into the legislation by the parliamentals."
"Éppen erre a pontra építik egyébként az ellenzéki önkormányzatok azt a népszavazási kampányukat, amit a ""Szabad Városok"" nevében hirdettek meg Karácsony Gergely budapesti főpolgármester vezetésével. A csatlakozó településeken helyi népszavazásokon mondatnák ki a lakossággal, hogy szeretnék, ha az önkormányzatok közvetlenül kaphatnának EU-s támogatásokat a költségvetéshez csatolt gazdasági mentőcsomagból. Ezt általában is akarják ezek a városok, de ha a magyar kormányt szankció alá vonnák, akkor egy ilyen népszavazásos felhatalmazással még könnyebben intézhetnék el, hogy átvehessék a pénzosztás feladatát. ",17,21,612,444,"It is on this point that the opposition municipalities build their referendum campaign, which they announced on behalf of the “Free Cities” under the leadership of Gergely Karácsony, chief mayor of Budapest. In the acceding towns, local referendums would make the public say that they would like the municipalities to be able to receive EU subsidies directly from the economic rescue package attached to the budget. This is what these cities usually want, but if the Hungarian government were sanctioned, it would be even easier with such a referendum mandate to take over the task of distributing money."
"A júliusi nehéz alku után, ebben a járvánnyal és Brexittel terhelt időszakban, az európai politikusok többsége a háta közepére se kíván egy újabb vitát a költségvetésről és a mentőcsomagról. Ráadásul a mentőcsomag nagyon kell Olaszországnak és Spanyolországnak, a benne lévő pénz jelentős részét nekik szánták a többiek, és áttételesen kell a mentőcsomag az eurózóna összes többi tagjának is, hogy a közös pénz stabilitását ne veszélyeztesse a déliek csődközeli helyzete. Nem véletlen, hogy a mentőcsomag egy német - francia közös javaslat alapján született, általában az európai gazdaság megmentése érdekében. ",18,21,611,444,"After the difficult bargain in July, in this period of epidemic and Brexit, the majority of European politicians do not want another debate on the budget and the rescue package to the middle of their backs. In addition, the rescue package is very much needed for Italy and Spain, a significant part of the money in it was intended for them, and the rescue package must be leveraged to all other members of the eurozone, so that the stability of the common money is not jeopardised by the situation of the Southerners near bankruptcy. It is no coincidence that the rescue package was made on the basis of a joint proposal from Germany to France, in general, in order to save the European economy."
"A nettó befizetőnek számító országokban pedig belpolitikai ügy lett a mechanizmus kikényszerítéséből, a holland miniszterelnököt például hosszú vitában vonták kérdőre a hágai parlamentben, hogy miért nem keményebbek a feltételek a renitens tagállamokkal szemben, miért kell ennyit költeni antidemokratikus rezsimek finanszírozására. ",19,21,333,444,"In the net contributor countries, enforcing the mechanism has become a domestic matter. For example, the Dutch prime minister has been questioned in the Hague Parliament in a long debate on why the conditions are not tougher compared to the renitent Member States, why it is necessary to spend so much to finance undemocratic regimes."
"A magyar és a lengyel vétó ezért az eddigieknél is jobban szembe állíthatja e két országot a többiekkel, bár ennek lehetséges politikai következményeit most még nehéz megjósolni. A két ellenálló ország elszántságát talán az amerikai elnökválasztás eredménye is növelte, mert tartanak a demokrata adminisztráció keménykedésétől, és nem akarnak az európai kritikusok kezébe adni egy új eszközt olyan időszakban, amikor egyébként is nagyobb lesz rajtuk a nyomás Nyugat felől.  ",20,21,474,444,"The Hungarian and Polish vetos can therefore face these two countries more than ever, although the possible political consequences of this are still difficult to predict. Perhaps the determination of the two resistance countries has also been increased by the outcome of the US presidential election, because they fear the hardness of the Democratic administration, and they do not want to give the European critics a new instrument at a time when they are already under pressure from the West."
"Az eddigi nyilatkozatok alapján egyik vétóra készülő kormányt sem ijeszti meg az ütközés a többiekkel, sőt, kifejezetten gerjesztik a feszültséget. A lengyel külügyminiszter-helyettes 11-én, a lengyel nemzeti ünnepen azt mondta, hogy a jogállamisági mechanizmus a német gyarmatosítás eszköze lenne, míg a magyar igazságügyi miniszter politikai zsarolással vádolta a mechanizmus támogatóit. ",21,21,390,444,"According to the statements so far, none of the governments that are preparing to veto are frightened by the collision with the others, and even they are expressly arming tension. On 11, the Polish Deputy Minister of Foreign Affairs said that the rule of law mechanism would be a means of German colonization, while the Hungarian Minister of Justice accused the supporters of political blackmail."
"Az egyelőre nem világos, hogy a vétót a magyarok és a lengyelek hogyan képzelik. Nagyon nem mindegy, hogy általában vétóznák-e meg a költségvetést, vagy csak a mentőcsomagot fúrják ki onnan. ",22,21,191,444,It is not yet clear how the veto is imagined by Hungarians and Poles. It doesn't matter whether the budget is usually vetoed or the rescue package is drilled out.
"Orbán Viktor levele szerint ""növekszik a valószínűsége"", hogy a magyar kormány ""nem lesz abban a pozícióban"", hogy hozzájárulását adja a szükséges konszenzushoz, ami a csomag elfogadásához kell. Ez inkább egy általános, a teljes költségvetést akadályozó vétóra utal.",23,21,266,444,"According to Viktor Orbán's letter, “the probability is increasing” that the Hungarian Government will “not be in the position” to give its consent to the necessary consensus for the adoption of the package. Rather, this refers to a general veto that hinders the entire budget."
"Morawiecki a saját levelében viszont csak azt helyezte kilátásba, hogy a lengyel parlamenten nem megy majd át a csomag. Márpedig ott csak a mentőcsomag létrejöttéhez szükséges felhatalmazásáról szavaznak majd, azaz arról, hogy az Európai Bizottság felvehet-e hitelt a 750 milliárdos rész megszerzéséhez. (A másik ezermilliárdos költségvetési tétel a tagállamok éves befizetéseiből jön össze.) Mivel a mostani állás szerint a költségvetés két része jogilag összefügg, a lengyel parlamenti vétó is fenyegetheti az egész megállapodást, viszont Varsó pozíciójából következhet egy olyan megoldás is, hogy az EU szétválassza jogilag a két részt. Ezért a lengyel pozíciót rugalmasabbnak tartják Brüsszelben, mint a magyart. ",24,21,717,444,"Morawiecki, in his own letter, only foresaw that the package would not pass through the Polish Parliament. There they will only vote on its mandate to create a rescue package, i.e. whether the European Commission can borrow a loan to acquire the EUR 750 billion share. (The other thousand billion budget line comes together with the annual contributions of the Member States.) Since the two parts of the budget are legally linked, the Polish parliamentary veto could threaten the whole agreement, but Warsaw's position could also lead to a solution for the EU to legally divide the two parts. Therefore, the Polish position is considered to be more flexible in Brussels than the Hungarian one."
"Először a Spiegel írt arról, hogy ha ez a parlamenti típusú következne, akkor  kivehetnék a mentőcsomagot a költségvetési törvényből a mentőcsomagot, és egy kormányközi megállapodással is összerakhatnák - ahogy ez történt a görög mentőcsomag esetén, az ESM nevű alapkezelő létrehozásával 2015-ben. Ebben az esetben Magyarország és Lengyelország kimaradnának az alapból, onnan pénzt nem hívhatnának le, de a 2028 utáni törlesztésbe se kellene beszállniuk. A magyar kormány eleve úgy gondolta, hogy a csomagból túl kevés jutna ide, és Orbán Viktor a nyáron célozgatott arra is, hogy a mentőcsomag a magyaroknak nem kell, mert a vírust mi tudtuk kezelni, és csak azért járult hozzá a megteremtéséhez, mert ennyire szolidáris a rászoruló országokkal. Azóta persze jött a második hullám, ami felülírhatta a kormányfő hozzáállását a csomaghoz.",25,21,837,444,"Firstly, Spiegel wrote that if this parliamentary type were to follow, they could remove the rescue package from the Budget Act and put it together with an intergovernmental agreement - as was the case with the Greek rescue package, with the establishment of a fund manager called ESM in 2015. In this case, Hungary and Poland would be omitted from the fund, they would not be able to withdraw money from there, but they would not have to join the repayment after 2028. The Hungarian Government thought that too little of the package would get here, and this summer Mr. Orbán also insinuated that the Hungarians do not need the rescue package because we were able to treat the virus and only contributed to its creation because he is so solidarity with the countries in need. Since then, of course, the second wave came, which could override the Prime Minister's attitude to the package."
"Ha a teljes vétóval fenyegetne a magyar és a lengyel kormány, akkor viszont nagyon nehéz lesz megoldást találni:",26,21,112,444,"If the Hungarian and Polish governments threaten with a full veto, it will be very difficult to find a solution:"
"Egyelőre nem látszik a köztes megoldás, mert a magyar módosítási javaslatok alapjaiban írnák át a mostani szöveget, tehát első ránézésre nem néhány jól meghatározható részleten megy a vita, hanem az egész jogszabály szellemiségén és alkalmazhatóságán. ",27,21,253,444,"The intermediate solution is not yet apparent, because the Hungarian amendments proposals would fundamentally rewrite the current text, so at first glance the debate is not on a few clearly defined details, but on the spirit and applicability of the whole legislation."
"A kérdés az, hogy ebben mennyi a blöff, és van-e néhány olyan sarkalatos pont - például a fellebbezés lehetősége az EU bíróságához - aminek kielégítésével Budapest és Varsó elállhat a vétótól.",28,21,193,444,"The question is, how much is the bluff in this, and whether there are some important points - such as the possibility of appealing to the EU court - with which Budapest and Warsaw can resist the veto."
"Ahogyan korábban beszámoltunk róla, a Mandiner információi szerint Orbán Viktor miniszterelnök kész megvétózni az európai uniós költségvetést és a helyreállítási alapot is, amennyiben jogállamisághoz kötik az egyes tagállamoknak szánt források kifizetését. A miniszterelnök erről levelet is írt az Európai Unió német soros elnökségének.",1,1,336,24,"As we reported earlier, according to Mandiner's information, Prime Minister Viktor Orbán is prepared to veto both the EU budget and the recovery fund, if the payment of funds allocated to individual Member States is tied to the rule of law. The Prime Minister also wrote a letter to the German presidency of the European Union."
"A Népszava friss cikke szerint még ma eldőlhet, hogy ez a vétófenyegetés mennyire komoly. A miniszteri szintű EU Tanácsot elnöklő Németország azt szeretné, ha már a nagykövetek hétfői ülésén elvi egyetértés születne a csomagról. Tehát már ma kiderülhet, hogy Orbán Viktor és lengyel kollégája, Mateusz Morawiecki komolyan gondolta-e a vétóval való fenyegetést.",2,1,360,24,"According to the recent article of Népszava, it may be decided today how serious this threat of veto is. Germany, presiding over the EU Council at ministerial level, would like a principled agreement on the package at the meeting of the ambassadors on Monday. So today we can find out whether Viktor Orbán and his Polish colleague Mateusz Morawiecki were serious about the threat of veto."
"Az Unió jövő évi költségvetéséről szóló EP-határozat a képviselő-testület álláspontját rögzíti arról, hogy jövőre a közösségnek mire és mennyit kellene költenie. A jóváhagyást követően a parlamentnek és a kormányokat képviselő EU Tanácsnak együtt kell kidolgoznia a mindkét társjogalkotó számára elfogadható politikai megállapodást, legkésőbb december elejéig — teszi hozzá a lap.",3,1,380,24,"The EP Decision on the EU budget for next year sets out the position of the representative body on what and how much the community should spend next year. After approval, the parliament and the EU Council representing governments should jointly draw up a political agreement acceptable to both co-legislators by early December at the latest, adds."
"A Népszava felidézi Ujhelyi István szocialista EP-képviselő Facebook-posztját, amely szerint a néppárti frakcióból egyedül a Fidesz európai parlamenti képviselői nem szavazták meg az EU 2021. évi költségvetéséről szóló parlamenti határozatot. Ujhelyi szerint a magyar kormánypárti képviselők a múlt csütörtökön nagy többséggel jóváhagyott állásfoglalásra leadott ellenszavazatukkal „Orbán veszélyes játékát támogatták a hétéves költségvetés vétójával kapcsolatban.”",4,1,465,24,"Népszava recalls the Facebook post of Socialist MEP István Ujhelyi, according to which Fidesz MEP members of the EPP alone did not vote in favour of the parliamentary resolution on the EU's 2021 budget. According to Ujhelyi, the Hungarian pro-government MEPs voted against for a resolution approved last Thursday by a large majority, “Orbán's dangerous game in connection with the veto of the seven-year budget.”"
Kiemelt kép: MTI/Miniszterelnöki Sajtóiroda/Fischer Zoltán,5,1,58,24,Featured image: MTI/Prime Minister's Press Office/Zoltán Fischer
"A Portfolio információi szerint hétfő délután politikai vétót emel a magyar kormány Brüsszelben a 2021-2027-es uniós költségvetés és a helyreállítási alappal kapcsolatos saját forrás rendelet ügyében. Hozzáteszik, hogy ez még nem a hivatalos formális (jogi) vétót jelenti, de az is jöhet napokon belül.",1,2,302,24,"According to Portfolio, on Monday afternoon the Hungarian government raises a political veto in Brussels on the issue of the EU budget 2021-2027 and the own resources regulation related to the recovery fund. They add that this does not mean the formal (legal) veto, but it can also come within days."
"A jogállamisági rendeletben – amely jogállami kritériumokhoz kötné az uniós források kifizetését – nem követelmény az egyhangúság, így ott nem vétóról van szó, hanem egy elutasító magyar (és lengyel) álláspontról, de ettől még ez a rendelet hatályba tud majd lépni.",2,2,265,24,"In the Rule of Law Regulation, which would link the payment of EU funds to the rule of law criteria, unanimity is not a requirement, so it is not a veto, but a negative Hungarian (and Polish) position, but this regulation will still be able to enter into force."
"A német soros elnökség hétfő délutáni brüsszeli tanácskozásán minden tagállamnak politikai állásfoglalást kell tennie a három szóban forgó rendeletről, ez lényegében egy tesztszavazásnak fog számítani.",3,2,201,24,"At the German presidency meeting in Brussels on Monday afternoon, all Member States must take a political position on the three regulations in question, which will essentially constitute a test vote."
"A Portfolio szerint a három rendelet útjai szét fognak válni: a jogállamisági rendelet már jövő év januárjában hatályba léphet, a megvétózható két másik rendeletről szerdán dönthetnek, és még az Európai Parlamentnek is jóvá kell hagyni a döntést.",4,2,246,24,"According to Portfolio, the three regulations will separate: the rule of law regulation can enter into force in January next year, the two other regulations that can be vetoed can be decided on Wednesday, and even the European Parliament will have to approve the decision."
"Varga Judit igazságügyminiszter hétfő délelőtti Facebook-posztjából is arra lehet következtetni, hogy vétóra készül a kormány:",5,2,126,24,"Judit Varga, Minister of Justice Judit Varga can also be inferred from Monday morning's Facebook post that the government is preparing a veto:"
"Aki ismeri a magyar történelmet, az pontosan tudja, hogy amikor gyermekeink és unokáink jövőjéről van szó, akkor a magyar emberek és Magyarország nem köt kompromisszumot, jelentsen ez akár szabadságharcot, akár csak egy egyszerű vétót",6,2,234,24,"Those who are familiar with Hungarian history know that when it comes to the future of our children and grandchildren, the Hungarian people and Hungary do not commit compromises, whether it is a fight for freedom or a simple veto"
– írta a miniszter.,7,2,19,24,— the minister wrote.
"Ha Magyarország és Lengyelország vétózik, akkor az egész uniós költségvetési döntéshozatal megakad. A Portfolio szerint „hatalmas nyomásgyakorlás indulhat a két tagállam felé, hogy engedjenek, ne tartsák fel a többi 25 tagállamot az uniós költségvetési döntések útján akkor, amikor a koronavírus-járvány egyébként is tombol és szükség lenne mielőbb a válságkezelést enyhítő pénzekre. A nyomásgyakorlással párhuzamosan a háttérben elindulhat egy egyezkedés, hogy hogyan lehetne módosítani úgy a jogállamisági feltételrendszert, hogy az már elfogadható legyen a két tagállamnak”.",8,2,577,24,"If Hungary and Poland veto, the whole EU budget decision-making will be stuck. According to Portfolio, “there may be a huge pressure on the two Member States to allow, not to detain the other 25 Member States from EU budget decisions when the coronavirus epidemic is already raging, and money to mitigate crisis management is needed as soon as possible. Simultaneously with pressure, a discussion can be started on how to change the rule of law conditionality so that it is acceptable to the two Member States”."
"Ha nem sikerül megegyezni, akkor a helyreállítási alapról kormányközi alapon egyezhetnek meg: így Magyarországot kihagyhatják, azaz Orbán Viktor 16 milliárd eurónyi forrásról mondhat le a jogállamisági kritériumok miatt.",9,2,220,24,"If an agreement is not reached, the recovery fund can be agreed on an intergovernmental basis: this way Hungary can be omitted, i.e. Viktor Orbán can renounce EUR 16 billion in resources due to the rule of law criteria."
"Kiemelt kép: A Miniszterelnöki Sajtóiroda által közreadott képen Orbán Viktor miniszterelnök (j) a résztvevő miniszterelnökökkel egyeztet a rendkívüli uniós csúcstalálkozón Brüsszelben 2020. február 21-én. Balról jobbra António Costa portugál kormányfő, Nikosz Anasztasziadisz ciprusi elnök, Robert Abela máltai, Peter Pellegrini szlovák és Juri Ratas észt miniszterelnök. Fotó: MTI/Miniszterelnöki Sajtóiroda/Benko Vivien Cher",10,2,427,24,"Featured image: In a photo published by the Prime Minister's Press Office, Prime Minister Viktor Orbán (j) will consult the participating prime ministers at the extraordinary EU summit in Brussels on 21 February 2020. From left to right, Portuguese Prime Minister António Costa, Cypriot President Nikos Anastasiadis, Robert Abela of Malta, Slovak Peter Pellegrini and Estonian Prime Minister Yuri Ratas. Photo: MTI/Prime Minister's Press Office/Benko Vivien Cher"
"Korábban a Portfolio értesülései alapján beszámoltunk róla, hogy hétfő délután politikai vétót emel a magyar kormány Brüsszelben a 2021-2027-es uniós költségvetés és a helyreállítási alappal kapcsolatos saját forrás rendelet ügyében. A lap szerint ez még nem a hivatalos formális (jogi) vétót jelenti, de az is jöhet napokon belül.",1,3,331,24,"Earlier, on the basis of Portfolio, we reported that on Monday afternoon the Hungarian government will raise a political veto in Brussels on the EU budget 2021-2027 and the own resources regulation related to the recovery fund. According to the newspaper, this does not mean the formal (legal) veto, but it can also come within days."
"Kovács Zoltán kormányszóvivő a Reuters hírügynökségnek arról beszélt:  Magyarország egyértelmű parlamenti felhatalmazással vesz részt az ülésen. Júliusban az Országgyűlés fideszes többsége határozatban szólította fel a kormányt,  hogy ne fogadja el az EU hétéves költségvetését és a koronavírus utáni helyreállítási alapot, amíg nem zárják le a jogállamiságról szóló, 7. cikkely szerinti eljárást. Arra a kérdésre, hogy ez azt jelenti-e, hogy Magyarország megvétózza az 1,1 milliárd eurós  költségvetést és a 750 milliárd eurós saját forrásokról szóló határozatot, amennyiben nem vizsgálják felül a a jogállamisági kritériumokat, Kovács azt felelte:",2,3,649,24,"Government spokesperson Zoltán Kovács told the Reuters news agency that Hungary will participate in the meeting with a clear parliamentary mandate. In July, the Fidesz majority of the Parliament called on the government by decision not to accept the EU's seven-year budget and the post-coronavirus recovery fund until the procedure under Article 7 on the rule of law was completed. On the question whether this means that Hungary will veto the budget of EUR 1.1 billion and the EUR 750 billion own resources decision, unless the rule of law criteria are revised, Kovács said:"
A következtetése helyes.,3,3,24,24,Your conclusion is correct.
"A jogállamisági rendeletben – amely jogállami kritériumokhoz kötné az uniós források kifizetését – nem követelmény az egyhangúság, így ott nem vétóról van szó, hanem egy elutasító magyar (és lengyel) álláspontról, de ettől még ez a rendelet hatályba tud majd lépni. A német soros elnökség hétfő délutáni brüsszeli tanácskozásán minden tagállamnak politikai állásfoglalást kell tennie a három szóban forgó rendeletről, ez lényegében egy tesztszavazásnak fog számítani.",4,3,467,24,"In the Rule of Law Regulation, which would link the payment of EU funds to the rule of law criteria, unanimity is not a requirement, so it is not a veto, but a negative Hungarian (and Polish) position, but this regulation will still be able to enter into force. At the German presidency meeting in Brussels on Monday afternoon, all Member States must take a political position on the three regulations in question, which will essentially constitute a test vote."
"A Portfolio szerint a három rendelet útjai szét fognak válni: a jogállamisági rendelet már jövő év januárjában hatályba léphet, a megvétózható két másik rendeletről szerdán dönthetnek, és még az Európai Parlamentnek is jóvá kell hagyni a döntést.",5,3,246,24,"According to Portfolio, the three regulations will separate: the rule of law regulation can enter into force in January next year, the two other regulations that can be vetoed can be decided on Wednesday, and even the European Parliament will have to approve the decision."
Kimelt kép: MTI/Miniszterelnöki Sajtóiroda/Benko Vivien Cher,6,3,60,24,Examined image: MTI/Prime Minister's Press Office/Benko Vivien Cher
"Lengyelország nem egyezik bele a 2021-ben kezdődő hétéves uniós keretköltségvetés elfogadásába, amennyiben az Európai Unió ennek kapcsán megsérti az alapszerződéseket, és nem tartja be az Európai Tanács júliusi csúcstalálkozóján elfogadott zárókövetkeztetéseket – erősítette meg Michal Dworczyk az RMF FM lengyel kereskedelmi rádiónak az esetleges lengyel vétót firtató kérdésére válaszolva.",1,4,391,24,"Poland does not agree to the adoption of a seven-year EU framework budget starting in 2021, if the European Union violates the Treaties in this connection and fails to comply with the final conclusions adopted at the July European Council summit, Michal Dworczyk confirmed the RMF FM Polish commercial radio in response to a question about a Polish veto."
"Felidézte: a költségvetés kapcsán az uniós csúcson „nagyon pontosan meghatározták a működési elveket és a teendőket”, ám jelenleg próbálkozások történnek „nemcsak az alapszerződések, hanem a júliusi megállapodás megsértésére is” egyes tagállamok részéről, amelyek a csúcstalálkozón elért kompromisszumot szeretnék érvényteleníteni.",2,4,331,24,"He recalled that in relation to the budget, at the EU summit “very precisely defined operating principles and tasks”, but there are currently attempts to “violate not only the basic treaties but also the July agreement” by certain Member States, which reached the summit I want to invalidate a compromise."
"Dworczyk szerint az uniós források jogállamisághoz kötése „teljes mértékben az uniós hivatalnokok és politikusok önkényén alapulna”, egyes országokat ezáltal hátrányos, másokat pedig előnyös helyzetbe hozhatnának.",3,4,213,24,"According to Dworczyk, linking EU funds to the rule of law would be “wholly based on the arbitrary of EU officials and politicians”, thereby putting some countries at a disadvantage and others in an advantageous position."
"Semmiképpen sem egyezünk bele az alapszerződés megsértésébe és az EU-n belüli zsarolásba sem,",4,4,93,24,"In no case do we agree to breach the Treaty or to blackmail within the EU,"
"szögezte le Dworczyk, hozzátéve: Varsó arra fog törekedni, hogy az EU partnerségen alapuljon, valamint arra, hogy a tagállamok „alanyi módon viszonyuljanak egymáshoz”.",5,4,167,24,"said Dworczyk, adding that Warsaw will seek to be based on the EU partnership and that Member States have a “subject attitude”."
"Az uniós költségvetés kapcsán hétfőn Andrzej Duda lengyel elnök is állást foglalt. Az EU-ban „a pacta sunt servanda” (a megállapodásokat teljesíteni kell) elve kötelez, vagyis semmilyen reform, sem az EU működési elvei vagy politikái nem léphetik át az alapszerződésekben rögzített szabályok kereteit – fogalmazott az államfő a lengyel diplomácia napja alkalmából írt nyílt levelében.",6,4,384,24,"On Monday, Polish President Andrzej Duda also took a position on the EU budget. The EU is bound by the principle of “pacta sunt servanda” (agreements must be fulfilled), i.e. no reform, no EU operating principles or policies can go beyond the rules laid down in the Treaties — the Head of State said in an open letter on the occasion of Polish Diplomacy Day."
"Mateusz Morawiecki kormányfő már november elején jelezte, hogy Lengyelország vétóval fog élni, ha az EU-ban nem születik az elvárásainak megfelelő költségvetési megállapodás. Múlt csütörtökön pedig a miniszterelnök hivatalos levélben tiltakozott az EU vezetőinél azellen, hogy jogállamisági mechanizmushoz kössék az uniós forrásokat.",7,4,333,24,"As early as November, Prime Minister Mateusz Morawiecki indicated that Poland will veto if the EU does not have a budget agreement in line with its expectations. Last Thursday, the Prime Minister sent a formal letter to EU leaders against linking EU funds to a rule of law mechanism."
Kiemelt kép: JANEK SKARZYNSKI/AFP,8,4,33,24,Featured image: JANEK SKARZYNSKI/AFP
"Levélben tájékoztatta Orbán Viktor miniszterelnök Angela Merkel német kancellárt, Ursula von der Leyent, az Európai Bizottság elnökét és Charles Michelt, az Európai Tanács elnökét arról, hogy a magyar kormány megvétózza az EU hétéves költségvetésével és a helyreállítási alappal kapcsolatos jogalkotást – közölte az MTI-vel Havasi Bertalan, a miniszterelnök sajtófőnöke hétfő délután.",1,5,384,24,"By letter, Prime Minister Viktor Orbán informed German Chancellor Angela Merkel, the President of the European Commission Ursula von der Leyen and the President of the European Council Charles Michel about the Hungarian Government's veto on the EU's seven-year budget and the recovery fund legislation — Havasi Bertalan, press chief of the Prime Minister told MTI on Monday afternoon."
"Éppen most informáltak a legújabb fejleményekről az MFF/NGEU-csomag (a többéves pénzügyi keret és a »Next Generation EU« helyreállítási eszköz) végrehajtásának helyzetét illetően,",2,5,179,24,"I have just been informed of the latest developments regarding the state of implementation of the MFF/NGEU package (the Multiannual Financial Framework and the Next Generation EU Recovery Instrument),"
írta Orbán Viktor.,3,5,18,24,by Viktor Orbán.
"Levelében a miniszterelnök megerősítette, hogy a „semmiről sincs megállapodás, ameddig nincs megállapodás mindenről” elvvel összhangban Magyarország kormánya az MFF/NGEU jogalkotási csomag valamennyi eleme ellenében fog szavazni, beleértve azok megvétózását, melyek egyhangúságot igényelnek, így az MFF-rendeletet és a saját forrásokról szóló határozatot is.",4,5,358,24,"In his letter, the Prime Minister confirmed that in accordance with the principle “nothing is agreed until everything is agreed”, the Government of Hungary will vote against all elements of the MFF/NGEU legislative package, including vetoing those which require unanimity, so the The MFF Regulation and the Own Resources Decision."
